Year,Country,Rent Index,Cost of Living Rank,Cost of Living Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
2014.01,Finland,35.32,12,103.28,70.26,100.4,103.17,97.9
2014.01,France,36.86,13,100.21,69.43,100.19,98.7,92.29
2014.01,United Kingdom,44.19,14,100.11,72.94,94.25,96.94,94.34
2014.01,Belgium,34.89,15,100.04,68.39,93.51,105.82,87.93
2014.01,Singapore,97.04,16,100.01,98.57,89.77,61.36,64.11
2014.01,Netherlands,40.94,17,98.82,70.7,78.03,115.25,97.54
2014.01,Italy,31.55,18,96.81,65.1,85,104.62,75.39
2014.01,Japan,35.51,19,94.13,65.65,97.55,58.78,99.64
2014.01,Israel,35.23,20,91.45,64.14,79.52,95.42,69.29
2014.01,Cyprus,20.89,21,89.76,56.3,82.44,94.53,65.21
2014.01,Austria,33.23,22,89.5,62.16,88.71,79.25,91.53
2014.01,Canada,35.71,23,87.9,62.55,94.57,78.78,105.53
2014.01,South Korea,37.56,24,87.56,63.27,106.5,51.76,80.63
2014.01,Germany,30.29,25,87.14,59.52,77.86,77.83,112.28
2014.01,Greece,15.12,26,83.79,50.43,70.51,84.76,44.27
2014.01,Malta,17.52,27,80.18,49.74,68.9,79.1,72.69
2014.01,United States,36.93,28,77.39,57.74,83.38,67.74,132.91
2014.01,Uruguay,25.26,29,77.36,52.05,68.66,71.63,39.64
2014.01,Spain,26.41,30,77.18,52.51,64.24,79.05,72.48
2014.01,Puerto Rico,21.19,31,76.5,49.63,80.04,64.43,85.28
2014.01,Hong Kong,87.81,32,76.36,81.92,82.08,51.77,71.39
2014.01,Slovenia,22.47,33,75.37,49.67,65.19,61.44,60.36
2014.01,Qatar,77,34,75.25,76.1,70.26,78.36,125.79
2014.01,Kuwait,38.81,35,74.08,56.94,77.58,55.89,92.46
2014.01,Nigeria,21.31,36,73.78,48.29,74.97,62.7,35.64
2014.01,Jamaica,19.64,37,73.36,47.26,71.51,54.35,54.14
2014.01,Lebanon,33.38,38,70.15,52.29,54.56,67.5,41.86
2014.01,Zimbabwe,20.32,39,69.86,45.79,66.92,53.92,27.73
2014.01,Portugal,22.38,40,69.3,46.5,57.37,58.18,54.65
2014.01,Croatia,13.93,41,69.04,42.27,62.68,54.75,48.32
2014.01,United Arab Emirates,64.26,42,68.25,66.31,61.67,65.23,110.64
2014.01,Saudi Arabia,15.49,43,68.14,42.56,69.59,34.87,100.03
2014.01,Estonia,18.07,44,67.33,43.4,58.64,54.83,48.67
2014.01,Argentina,17.63,45,66.85,42.94,63.23,64.18,57.08
2014.01,Latvia,16.36,46,65.95,41.86,54.34,53.87,40.22
2014.01,Costa Rica,18.76,47,65.64,42.86,69.43,55.53,42.37
2014.01,Ghana,40.77,48,64.56,53,70.5,57.75,15.13
2014.01,Kazakhstan,22.64,49,63.15,43.47,53.48,64.09,37.29
2014.01,Azerbaijan,34.91,50,63.13,49.42,54.46,65.44,24.92
2014.01,Russia,29.65,51,61.8,46.18,50.91,68.48,37.3
2014.01,Slovakia,22.01,52,61.5,42.32,55.26,43.16,52.41
2014.01,Jordan,15.22,53,61.46,39,53.7,54.47,38.3
2014.01,Brazil,21.77,54,60.6,41.73,49.34,47.55,43.29
2014.01,Taiwan,19.06,55,60.2,40.21,74.03,29.47,82.31
2014.01,Chile,18.32,56,60.16,39.83,54.27,49.97,58.27
2014.01,Lithuania,14.65,57,59.96,37.94,52.84,41.88,43.24
2014.01,Namibia,24.32,58,59.8,42.56,52.7,47.8,34.99
2014.01,Mauritius,26.73,59,59.48,43.57,52.78,58.02,69.43
2014.01,Hungary,10.68,60,59.27,35.66,48.1,43.63,44.89
2014.01,Bahrain,36.1,61,59.07,47.91,57.64,56.24,62.03
2014.01,Trinidad And Tobago,22.15,62,58.77,40.98,57.57,49.33,41.13
2014.01,Uganda,12.85,63,58.74,36.45,55.21,27.1,24.54
2014.01,Dominican Republic,12.62,64,57.98,35.94,59.04,40.89,33.7
2014.01,Montenegro,11.64,65,57.26,35.1,49.88,50.12,38.75
2014.01,Czech Republic,17.63,66,56.59,37.66,51.01,37.26,62.32
2014.01,Oman,30.36,67,56.04,43.56,53.47,40.73,112.31
2014.01,Ethiopia,21.78,68,55.46,39.1,55.43,28.24,11.95
2014.01,China,24.31,69,54.12,39.64,57.06,37.77,43.73
2014.01,Poland,18.93,70,53.68,36.8,45.19,44.19,57.6
2014.01,Cambodia,13.04,71,53.64,33.92,64.26,25.11,15.29
2014.01,Kenya,19.24,72,53.6,36.91,59.5,34.21,30.85
2014.01,El Salvador,10.31,73,53.05,32.28,50.59,35.91,24.13
2014.01,Libya,20.22,74,52.33,36.73,61.34,42.83,42.82
2014.01,Panama,31.37,75,52.18,42.07,59.81,40.36,44.59
2014.01,Guatemala,15.54,76,52,34.28,54.22,33.33,38.81
2014.01,Serbia,10.91,77,51.57,31.82,42.7,42.67,37.39
2014.01,Iraq,17.79,78,51.27,35,45.84,46.2,37.2
2014.01,Honduras,12.19,79,51.05,32.17,42.94,33.62,38.23
2014.01,Peru,15.4,80,50.93,33.66,47.45,36.13,35.55
2014.01,Colombia,14.65,81,50.37,33.02,47.72,34.83,33.45
2014.01,Belarus,15.95,82,50.35,33.63,46.15,55.79,33.93
2014.01,Tanzania,20.37,83,50.05,35.63,52.28,27.12,39.86
2014.01,Bulgaria,11,84,49.96,31.04,45.32,38.02,37.39
2014.01,Turkey,12.81,85,49.93,31.9,40.56,37.53,55.79
2014.01,Bosnia And Herzegovina,8.28,86,49.76,29.61,45.31,33.65,44.52
2014.01,Iran,20.49,87,49.51,35.41,52.6,41.46,30.33
2014.01,Albania,10.94,88,48.96,30.49,41.37,35.25,33.27
2014.01,Malaysia,15.16,89,48.66,32.38,47.62,26.62,70.46
2014.01,South Africa,17.7,90,48.55,33.56,42.32,43.73,95.97
2014.01,Romania,12.23,91,48.2,30.72,43.87,37.19,36.51
2014.01,Morocco,14.36,92,47.48,31.39,41.71,38.63,29.59
2014.01,Mexico,12.14,93,46.96,30.04,48.99,35.39,60.46
2014.01,Armenia,13.92,94,46.66,30.75,36.75,41.14,23.56
2014.01,Georgia,12.6,95,46.22,29.88,37,41.36,23.48
2014.01,Thailand,18.3,96,45.95,32.51,52.92,23.81,36.96
2014.01,Ukraine,15.13,97,45.64,30.82,40.81,40.21,31
2014.01,Ecuador,14.15,98,45.23,30.13,47.41,27.71,27.03
2014.01,Vietnam,15.15,99,44.86,30.43,41.09,23.26,26.29
2014.01,North Macedonia,9.15,100,44.17,27.15,37.68,32.44,33.3
2014.01,Sri Lanka,9.81,101,42.82,26.78,52.24,24.97,30.98
2014.01,Syria,12.18,102,42.74,27.89,38.64,35.52,21.47
2014.01,Moldova,9.96,103,41.56,26.21,35.87,31.08,22.86
2014.01,Tunisia,9.82,104,41.25,25.98,38.36,28.73,34.36
2014.01,Bolivia,13.56,105,40.98,27.66,36.85,24.62,45.67
2014.01,Bangladesh,6.64,106,40.37,23.98,41.26,25.98,33.61
2014.01,Philippines,8.34,107,40.28,24.76,42.43,23.22,29.97
2014.01,Algeria,8.94,108,39.11,24.46,40.11,27.48,32.1
2014.01,Indonesia,12.83,109,39,26.29,44.21,20.9,26.44
2014.01,Egypt,9.4,110,38.26,24.24,37.06,32.75,25.57
2014.01,Nepal,3.47,111,31.43,17.85,30.47,19.82,23.36
2014.01,Pakistan,4.66,112,29.69,17.53,29.22,22.32,31.53
2014.01,India,7.01,113,26.7,17.13,29.22,16.02,62.33
2014.06,Norway,61.54,1,145.16,104.97,137.08,166.66,89.81
2014.06,Switzerland,64.86,2,142.49,105.18,147.75,139.88,137.03
2014.06,Venezuela,38.12,3,119.05,80.16,141.17,92.8,12.16
2014.06,Angola,137.36,4,117.92,127.26,107.07,112.64,42.33
2014.06,Denmark,42.1,5,115.09,80.01,101.85,133.4,91.59
2014.06,Australia,61.52,6,114.59,89.08,111.96,101.16,100.49
2014.06,Iceland,43.14,7,113.58,79.73,118.92,106.86,64.83
2014.06,Luxembourg,69.79,8,107.41,89.33,91.93,120.47,107.17
2014.06,New Zealand,43.52,9,106.7,76.34,107.59,92.72,84.16
2014.06,Ireland,40.23,10,105.62,74.19,101.16,101.3,89.55
2014.06,United Kingdom,45.3,11,103.14,75.34,97.12,101.87,90.04
2014.06,Finland,34.58,12,101.95,69.57,97.82,101.61,96.56
2014.06,France,37.62,13,101.95,71.03,101.3,99.69,86.87
2014.06,Belgium,36.1,14,101.13,69.88,96.05,105.55,82.38
2014.06,Singapore,95.86,15,100.98,98.51,90.42,60.72,65.17
2014.06,Kuwait,43.07,16,99.82,72.55,133.92,59.04,71.92
2014.06,Netherlands,41.78,17,98.7,71.35,78.92,112.44,91.81
2014.06,Sweden,33.16,18,98.53,67.12,95.6,97.37,101.91
2014.06,Bahamas,47.35,19,97.7,73.5,92.84,86.65,91.42
2014.06,Japan,38.44,20,96.69,68.7,101.71,58.2,90.86
2014.06,Italy,31.49,21,95.76,64.88,84.75,102.47,72.47
2014.06,Israel,36.28,22,91.55,64.99,81.22,94.35,76.71
2014.06,South Korea,38.62,23,91.41,66.04,110.9,52.87,78.08
2014.06,Canada,36.99,24,89.61,64.32,97.25,78.56,101.88
2014.06,Austria,33.89,25,87.66,61.82,85.74,77.13,89.05
2014.06,Germany,31.6,26,86.82,60.28,77.41,75.96,105.8
2014.06,Cyprus,19.77,27,85.06,53.68,79.4,83.13,65.03
2014.06,Greece,14.44,28,80.79,48.9,68.8,79.19,44.56
2014.06,Malta,20.88,29,80.18,51.68,67.91,83.61,72.1
2014.06,United States,37.82,30,76.97,58.16,83.66,66.12,125.63
2014.06,Hong Kong,86.04,31,75.86,80.75,80.56,54.82,68.02
2014.06,Spain,26.26,32,75.68,51.93,63.57,77.34,71.23
2014.06,Slovenia,21.68,33,74.96,49.36,65.29,59.69,57.81
2014.06,Puerto Rico,21.13,34,73.71,48.44,78.26,62.12,81.51
2014.06,Uruguay,23.92,35,72.63,49.22,65.36,67.14,39.1
2014.06,Qatar,76.88,36,72.38,74.54,66.87,76.23,118.87
2014.06,Ghana,57.45,37,71.2,64.59,76.67,60.27,13.53
2014.06,Belize,13.03,38,69.42,42.32,64.85,40.36,92.81
2014.06,Lebanon,35.76,39,69.03,53.04,52.86,65.56,40.14
2014.06,Croatia,14.48,40,68.66,42.62,62.49,51.75,45.99
2014.06,Nigeria,24.24,41,68.48,47.22,64.49,54.94,37.84
2014.06,United Arab Emirates,65.83,42,67.79,66.85,61.67,61.78,102.01
2014.06,Portugal,21.88,43,67.78,45.72,56.36,56.38,51.81
2014.06,Zimbabwe,20.39,44,67.71,44.97,62.4,52.53,30.87
2014.06,Estonia,19.44,45,67.61,44.46,57.55,53.47,47.78
2014.06,Brazil,23.29,46,66.24,45.6,54.1,51.77,38.37
2014.06,Jamaica,18.47,47,64.92,42.6,62.86,44.82,50.26
2014.06,Argentina,17.77,48,64.87,42.24,61.87,61.8,55.28
2014.06,Mozambique,37.5,49,64.54,51.54,57.36,62.12,36.27
2014.06,Latvia,15.82,50,64.1,40.9,53.67,51.78,39.51
2014.06,Namibia,26.34,51,63.68,45.73,58.48,53.77,40.28
2014.06,Azerbaijan,34.42,52,63.06,49.3,55.31,65.06,24.54
2014.06,Costa Rica,19.33,53,62.05,41.52,64.67,50.76,46.49
2014.06,Jordan,15.92,54,61.79,39.75,54.05,54.39,35.76
2014.06,Russia,30.63,55,61.75,46.8,51.07,67.4,36.08
2014.06,Saudi Arabia,15.99,56,61.37,39.56,68.52,33.76,98.93
2014.06,Slovakia,21.74,57,61.02,42.14,56.29,43.7,50.41
2014.06,Lithuania,15.17,58,59.68,38.29,52.14,40.83,42.22
2014.06,Palestine,8.32,59,59.46,34.88,55.45,35.82,43.87
2014.06,Taiwan,19.34,60,59.37,40.13,71.56,29.07,65.72
2014.06,Bahrain,39.44,61,58.85,49.52,56.21,56.02,59.6
2014.06,Chile,18.49,62,57.92,38.97,52.93,47.43,51.08
2014.06,Mauritius,24.2,63,57.9,41.71,53.69,49.55,63.36
2014.06,Uzbekistan,14.66,64,57.74,37.04,53.7,47.71,24.39
2014.06,Hungary,10.81,65,56.91,34.76,46.9,41.61,41.86
2014.06,Dominican Republic,12.88,66,56.67,35.63,57,41.65,29.12
2014.06,Czech Republic,19.05,67,56.49,38.5,52.1,36.69,62.03
2014.06,Trinidad And Tobago,20.72,68,56.12,39.11,55.06,48.33,40.98
2014.06,Oman,30.56,69,55.08,43.3,50.19,39.35,99.91
2014.06,Kazakhstan,20.96,70,55.01,38.64,46.04,56.95,36.57
2014.06,Montenegro,11.15,71,54.88,33.86,47.94,45.72,38.32
2014.06,Cambodia,14.05,72,54.18,34.9,66.75,24.44,12.31
2014.06,Kenya,20.08,73,53.78,37.59,56.83,35.21,27.26
2014.06,Turkey,13.4,74,53.64,34.3,43.69,39.76,49.61
2014.06,Poland,18.85,75,53.36,36.78,44.63,43.54,56.42
2014.06,Ethiopia,20.61,76,53.23,37.55,54.81,26.91,14.72
2014.06,Tanzania,25.71,77,52.82,39.79,55.99,28.76,35.28
2014.06,Uganda,10.15,78,52.72,32.26,49.09,24.98,23.76
2014.06,Honduras,12.07,79,52.67,33.16,48.31,32.61,38.72
2014.06,China,24.51,80,52.64,39.12,55.82,37.53,40.17
2014.06,Iraq,19.12,81,51.89,36.14,44.47,44.96,37.25
2014.06,Libya,18.82,82,51.89,35.99,60.68,41.17,40.86
2014.06,El Salvador,10.66,83,51.83,32.05,46.76,34.47,26.86
2014.06,Peru,16.6,84,51.62,34.79,46.8,35.62,29.78
2014.06,Panama,33.31,85,51.61,42.82,58.21,38.67,38.23
2014.06,Guatemala,16.24,86,51.51,34.56,52.77,31.46,35.08
2014.06,Myanmar,30.15,87,51.32,41.15,62.18,22.22,15.63
2014.06,Serbia,10.83,88,50.74,31.56,42.25,41.29,36.59
2014.06,Belarus,17.18,89,50.34,34.41,46.47,55.49,32.75
2014.06,Colombia,16.09,90,50.14,33.78,47.68,36.54,32.64
2014.06,Malaysia,15.68,91,49.99,33.5,49.7,26.82,67.54
2014.06,Bulgaria,11,92,49.65,31.08,45.12,37.01,36.24
2014.06,South Africa,18.59,93,49.55,34.67,44.44,44.07,94.77
2014.06,Romania,12.38,94,49.2,31.5,44.97,37.73,35.53
2014.06,Bosnia And Herzegovina,8.8,95,48.97,29.67,44.35,32.19,41.68
2014.06,Mexico,12.98,96,47.77,31.05,50.32,35.36,52.55
2014.06,Iran,19.09,97,47.74,33.97,51.81,39.03,27.42
2014.06,Albania,10.71,98,47.36,29.75,39.84,36.01,32.65
2014.06,Armenia,14.11,99,46.07,30.71,37.16,39.94,23.81
2014.06,Thailand,18.39,100,45.94,32.7,52.38,24.69,33.33
2014.06,Ecuador,13.17,101,45.56,30,47.72,27.7,25.83
2014.06,Morocco,12.72,102,45.35,29.67,40.53,35.75,30.52
2014.06,Ukraine,14.75,103,44.33,30.11,39.31,39.39,27.14
2014.06,Vietnam,16.01,104,44.2,30.65,41.01,22.25,22.58
2014.06,Georgia,12.89,105,42.96,28.51,35.73,39.47,23.99
2014.06,Sri Lanka,11.6,106,42.82,27.82,52.77,24.03,25.73
2014.06,North Macedonia,8.44,107,42.59,26.18,36.88,31.22,33.96
2014.06,Bolivia,11.9,108,42.33,27.71,37.55,24.98,33.05
2014.06,Philippines,8.88,109,41.79,25.97,43.72,23.49,31.04
2014.06,Syria,11.51,110,41.36,27.01,37.95,34.64,20.25
2014.06,Indonesia,13.23,111,40.41,27.35,46.01,21.58,23.06
2014.06,Bangladesh,6.74,112,40.31,24.17,41.73,26,31.68
2014.06,Tunisia,9.71,113,38.98,24.91,37.14,25.25,34.53
2014.06,Algeria,8.74,114,38.35,24.12,39.2,27.72,35.9
2014.06,Moldova,9.28,115,38.21,24.31,33.76,28.04,22.31
2014.06,Egypt,9,116,36.22,23.14,35.06,30.95,24.68
2014.06,Pakistan,4.98,117,31.47,18.74,31.72,22.92,30.53
2014.06,Nepal,3.7,118,31.17,17.97,31.19,19.76,19.47
2014.06,India,7.48,119,27.72,17.99,30.46,16.18,59.26
2015.01,Switzerland,57.63,1,126.03,92.61,128.44,127.64,146.51
2015.01,Norway,48.7,2,118.59,84.43,110.06,141.45,96.3
2015.01,Venezuela,34.13,3,111.01,73.44,128.43,91.09,11.9
2015.01,Iceland,35.86,4,102.14,69.75,103.76,105.21,70.84
2015.01,Denmark,34.71,5,100.6,68.4,88.59,117.53,105.7
2015.01,Australia,49.47,6,99.32,74.96,94.31,90.63,110.39
2015.01,New Zealand,35.76,7,93.71,65.39,92.51,86.31,90.99
2015.01,Singapore,84.62,8,93.61,89.22,81.52,59.46,75.4
2015.01,Kuwait,40.91,9,92.97,67.53,118.45,54.59,85.7
2015.01,United Kingdom,39.19,10,92.19,66.29,84.58,95.97,98.12
2015.01,Ireland,37.47,11,92.09,65.4,85.14,91.58,95.72
2015.01,Luxembourg,62.31,12,91.78,77.38,77.1,110.63,114.7
2015.01,Finland,29.87,13,89.68,60.45,84.3,92.38,101.17
2015.01,France,31.13,14,88.37,60.4,85.3,91.06,92.62
2015.01,Belgium,30.96,15,87.22,59.73,79.54,95.93,86.16
2015.01,Netherlands,35.5,16,85.98,61.31,66.82,102.13,102.02
2015.01,Sweden,27.49,17,82.91,55.83,78.72,89.99,110.95
2015.01,South Korea,35.55,18,82.9,59.76,98.06,52.51,85.83
2015.01,Italy,25.71,19,82.72,54.86,71.43,93.07,79.35
2015.01,Canada,33.08,20,81.8,57.99,87.41,74.07,105.07
2015.01,Japan,29.71,21,80.36,55.61,82.68,50.51,98.21
2015.01,Israel,30.26,22,79.29,55.33,69.19,85.34,88.18
2015.01,Austria,29.2,23,76.87,53.57,73.56,70.43,104.55
2015.01,United States,36.17,24,76.53,56.81,81.81,68.06,126.09
2015.01,Germany,27.16,25,76.27,52.27,64.85,72.46,111.84
2015.01,Hong Kong,81.09,26,75.23,78.09,79.46,53.82,74.93
2015.01,Qatar,76.31,27,74,75.13,65.4,78.14,113.02
2015.01,Puerto Rico,19.7,28,73.5,47.21,76.35,63.6,94.43
2015.01,Cyprus,16.2,29,72.52,45,66.06,75.18,71.05
2015.01,Ghana,54.15,30,71.83,63.19,73.39,59.13,14.17
2015.01,Greece,11.92,31,68.88,41.05,58.2,70.03,51.89
2015.01,Malta,18.33,32,68.81,44.14,58.1,75.93,72.45
2015.01,Belize,11.44,33,68.74,40.74,63.91,42.52,119.98
2015.01,Uruguay,21.8,34,68.55,45.71,60.62,64.57,44.87
2015.01,Lebanon,31.68,35,67.61,50.05,51.59,67.43,50.17
2015.01,United Arab Emirates,66.86,36,67.16,67.02,60.3,63.67,104.59
2015.01,Argentina,18.26,37,67.12,43.24,61.47,64.4,59.38
2015.01,Zimbabwe,19.8,38,65.89,43.37,59.42,54.33,33.4
2015.01,Spain,21.53,39,65.7,44.11,54.17,71.09,76.71
2015.01,Slovenia,17.27,40,65.15,41.75,55.58,54.03,64.16
2015.01,Jamaica,14.78,41,63.56,39.73,59.42,44.12,43.53
2015.01,Costa Rica,18.22,42,62.53,40.88,64.35,52.84,48.14
2015.01,Russia,28.73,43,61.91,45.7,49.88,71.8,38.86
2015.01,Jordan,15.27,44,61.38,38.85,50.86,58.59,38.67
2015.01,Estonia,16.17,45,61.2,39.2,48.98,51.51,51.44
2015.01,Mauritius,20.88,46,60.1,40.93,51.27,52.3,60.1
2015.01,Mozambique,34.18,47,59.92,47.34,52.71,71.25,41.2
2015.01,Nigeria,22.37,48,59.4,41.3,54.04,49.6,40.23
2015.01,Azerbaijan,30.46,49,59.13,45.12,50.22,64.69,29.21
2015.01,Trinidad And Tobago,22.15,50,59.08,41.04,60.07,51.01,46.98
2015.01,Croatia,11.8,51,58.92,35.9,52.32,46.36,50.47
2015.01,Portugal,18.29,52,58.22,38.71,47.4,51.07,58.22
2015.01,Tanzania,29.62,53,57.13,43.68,58.21,39.01,47.16
2015.01,Taiwan,17.23,54,57.06,37.6,66.73,27.88,69.9
2015.01,Cambodia,14.82,55,57.05,36.41,68.86,26.07,11.93
2015.01,Bahrain,37.39,56,56.17,46.99,55.32,54.19,59.69
2015.01,Dominican Republic,12.34,57,55.95,34.64,55.21,44.16,28.2
2015.01,Latvia,13.01,58,55.94,34.96,44.79,47.18,44.39
2015.01,Uzbekistan,13.74,59,55.92,35.31,49.89,43.13,23.16
2015.01,Brazil,18.53,60,55.33,37.35,44.31,45.44,41.16
2015.01,Panama,31.22,61,55.16,43.46,61.03,40.39,43.34
2015.01,Kazakhstan,19.41,62,54.27,37.24,44.37,58.98,43.48
2015.01,Oman,28.96,63,54.2,41.87,47.38,44.45,106.83
2015.01,Uganda,8.34,64,53.9,31.64,49.84,26.6,16.91
2015.01,Namibia,20.68,65,53.67,37.55,46.69,51.35,42.86
2015.01,Palestine,7.55,66,53.27,30.93,48.5,35.97,46.09
2015.01,Chile,17.12,67,53.21,35.58,47.77,44.59,55.11
2015.01,Honduras,10.12,68,53.06,32.08,49.71,33.92,62.64
2015.01,Myanmar,27.47,69,53.04,40.55,59.38,26.39,21.18
2015.01,Lithuania,13.59,70,52.76,33.62,44.55,37.53,46.86
2015.01,Libya,19.12,71,52.12,35.99,58.09,47.66,44.29
2015.01,Slovakia,17.42,72,51.6,34.9,46.94,38.13,56.05
2015.01,Ethiopia,16.88,73,51.47,34.56,50.27,24.76,15.85
2015.01,El Salvador,10.59,74,50.64,31.07,44.45,36.33,28.67
2015.01,Guatemala,14.05,75,50.42,32.65,51.53,35.75,38.02
2015.01,Saudi Arabia,15.22,76,50.35,33.19,46.91,34.83,126.19
2015.01,Belarus,17.64,77,50.2,34.29,45.38,57.88,35.82
2015.01,Kenya,17.11,78,50.01,33.93,50.55,34.83,28.74
2015.01,Turkey,11.5,79,49.55,30.96,39.94,38.74,53.63
2015.01,Peru,17.01,80,49.43,33.58,47.65,34.29,30.64
2015.01,Hungary,9.52,81,48.9,29.66,39.3,37.78,46.85
2015.01,China,22.42,82,48.89,35.96,50.18,36.52,48.64
2015.01,Czech Republic,16.61,83,48.5,32.92,43.78,33.04,68.07
2015.01,Iraq,17.97,84,48.21,33.43,41.85,43.29,41.2
2015.01,Montenegro,9.59,85,48.09,29.27,40.34,41.46,40.24
2015.01,Nicaragua,7.9,86,47.85,28.33,43.27,28.34,20.62
2015.01,Thailand,16.72,87,46.52,31.96,52.74,24.72,38.75
2015.01,Malaysia,13.41,88,45.97,30.06,45.88,25.44,73.54
2015.01,South Africa,16.95,89,45.58,31.59,40.41,41.52,101.78
2015.01,Ecuador,14.01,90,45.57,30.15,46.26,29.26,28
2015.01,Poland,15.13,91,45.11,30.46,36.5,38.77,63.49
2015.01,Iran,17.77,92,44.53,31.46,45.98,40.07,30.65
2015.01,Bulgaria,9.49,93,43.57,26.91,38.5,33.81,39.88
2015.01,Serbia,8.47,94,43.29,26.28,35,37.2,39.15
2015.01,Romania,10.01,95,42.39,26.57,37.43,35.06,40.62
2015.01,Bosnia And Herzegovina,7.31,96,42.3,25.2,37.52,29.14,44.74
2015.01,Albania,8.55,97,41.95,25.63,34.1,33.21,34.79
2015.01,Vietnam,14.86,98,41.86,28.67,39.42,22.69,21.32
2015.01,Sri Lanka,10.74,99,41.66,26.55,50.79,22.81,28.24
2015.01,Ukraine,12.68,100,41.29,27.31,35.53,38.18,27.87
2015.01,Mexico,11.71,101,41.26,26.82,42.35,33.27,59.51
2015.01,Armenia,9.65,102,40.68,25.52,33.2,32.71,27.74
2015.01,Kosovo (Disputed Territory),14.76,103,40.17,27.75,30.52,29.75,29.19
2015.01,Bolivia,10.84,104,40.02,25.76,33.95,26.01,41.1
2015.01,Philippines,7.53,105,40,24.13,41.14,23.13,35.41
2015.01,Morocco,10.26,106,39.78,25.36,34.82,32.35,35.49
2015.01,Georgia,11.94,107,39.56,26.06,31.82,37.93,26.21
2015.01,Indonesia,13.85,108,39.35,26.89,44.12,21.91,26.01
2015.01,Bangladesh,5.85,109,39.22,22.91,40.11,25.52,33.43
2015.01,Colombia,12.91,110,38.92,26.21,36.21,29.61,36.08
2015.01,Syria,10.35,111,38.24,24.61,35.37,31.25,23.11
2015.01,North Macedonia,7.02,112,37.41,22.56,31.99,28.48,35.48
2015.01,Egypt,9.01,113,37.22,23.43,35.09,32.04,25.84
2015.01,Moldova,7.69,114,34.72,21.51,29.75,28.38,23.7
2015.01,Algeria,7.83,115,34.1,21.26,33.95,26.96,36.94
2015.01,Tunisia,8.47,116,34.06,21.56,31.97,23.26,36.75
2015.01,Pakistan,4.81,117,30.71,18.05,30.38,23.5,33.21
2015.01,Nepal,3.23,118,28.85,16.33,27.8,18.66,21.33
2015.01,India,6.78,119,26.27,16.74,28.52,15.94,65.79
2015.06,Switzerland,54.53,1,124.51,88.82,114.81,137.82,210
2015.06,Norway,40.41,2,109.3,74.17,95.9,136.81,139.78
2015.06,Iceland,29.04,3,95.41,61.57,88.13,113.07,111.09
2015.06,Us Virgin Islands,29.12,4,93.41,60.63,88.02,89.26,129.51
2015.06,Australia,38.66,5,89.5,63.58,82,87,157.97
2015.06,Denmark,26.33,6,88.31,56.7,71.67,112.78,164.26
2015.06,Singapore,71.26,7,88.12,79.52,74.3,59.45,117.65
2015.06,United Kingdom,33.5,8,86.68,59.56,75.1,96.69,133.64
2015.06,Papua New Guinea,77.16,9,86.55,81.76,86.48,56.67,9.21
2015.06,Kuwait,36.4,10,85.63,60.53,105.46,51.92,125.33
2015.06,Venezuela,24.41,11,82.81,53.03,106.44,66.81,21.48
2015.06,Luxembourg,50.91,12,80.81,65.56,65.3,104.96,153.61
2015.06,New Zealand,26.72,13,79.84,52.75,75.12,81.64,118.84
2015.06,Ireland,32.62,14,79.71,55.7,69.99,86.08,137.6
2015.06,South Korea,34.1,15,77.8,55.52,91.47,48.9,138.27
2015.06,Israel,24.34,16,77.57,50.42,63.76,89.4,133.59
2015.06,Finland,23.48,17,76.89,49.65,65.61,86.25,149.42
2015.06,Belgium,34.06,18,76.71,54.96,65.43,92.35,115.19
2015.06,France,24.11,19,75.85,49.47,68.55,84.76,132.55
2015.06,Hong Kong,75,20,75.03,75.02,76.97,58.11,111.81
2015.06,Netherlands,28,21,74.43,50.75,54.89,92.68,150.57
2015.06,Japan,26.44,22,74.29,49.89,73.76,50.27,135.77
2015.06,Sweden,22.95,23,73.86,47.9,65.71,81.61,156.16
2015.06,Canada,26.96,24,73.53,49.78,74.08,74.13,143.94
2015.06,United States,31.48,25,73.38,52.01,76.22,69.17,156.46
2015.06,Italy,20.1,26,72.38,45.72,58.34,86.84,112.63
2015.06,Qatar,75.87,27,71.64,73.8,61.52,73.36,136.36
2015.06,Ghana,54.1,28,70.7,62.23,67.79,60.64,18.3
2015.06,Puerto Rico,16.99,29,68.69,42.33,69.82,63.5,125.9
2015.06,Argentina,19.07,30,68.17,43.13,56.67,70.5,83.59
2015.06,Austria,25.3,31,68.14,46.3,62.28,67.86,135.34
2015.06,Germany,21.2,32,65.96,43.14,51.08,67.54,160.12
2015.06,United Arab Emirates,62.22,33,64.88,63.52,56.39,66.44,143.8
2015.06,Lebanon,29.57,34,64.02,46.45,46.2,67.27,74.65
2015.06,Cyprus,12.41,35,63.68,37.53,54.86,69.41,109.82
2015.06,Belize,10.68,36,62.76,36.2,56.26,44,195.34
2015.06,Zimbabwe,16.51,37,62.05,38.83,52.86,57.08,48.45
2015.06,Malta,17.05,38,61.79,38.98,50.25,72,100.05
2015.06,Uruguay,16.97,39,61.57,38.83,52.88,65.42,61.71
2015.06,Brunei,23.67,40,60.4,41.67,59.86,40.78,87.07
2015.06,Costa Rica,16,41,59.48,37.3,61.2,50.36,70.95
2015.06,Greece,9.27,42,58.92,33.6,46.81,63.86,83.15
2015.06,Maldives,26.31,43,58.74,42.2,56.68,42.95,42.09
