Year,Country,Property Price Rank,Price To Income Ratio,Gross Rental Yield City Centre,Gross Rental Yield Outside of Centre,Price To Rent Ratio City Centre,Price To Rent Ratio Outside Of City Centre,Mortgage As A Percentage Of Income,Affordability Index
2015.01,Brazil,24,16.7,4.23,4.32,23.65,23.14,200.64,0.5
2015.01,Kosovo (Disputed Territory),25,16.7,6.4,7.2,15.62,13.89,234.72,0.43
2015.01,Belarus,26,16.36,5.46,5.23,18.33,19.13,545.46,0.18
2015.01,Peru,27,16.27,6.03,6.5,16.59,15.39,189.76,0.53
2015.01,Lebanon,28,16.21,4,5.73,25,17.46,143.71,0.7
2015.01,Azerbaijan,29,16.19,7.7,9,12.99,11.11,185.65,0.54
2015.01,Morocco,30,16.12,4.76,3.6,20.99,27.78,135.99,0.74
2015.01,Montenegro,31,16.07,3.06,3.23,32.71,30.97,170.18,0.59
2015.01,North Macedonia,32,15.38,3.46,3.51,28.93,28.47,148.07,0.68
2015.01,Ethiopia,33,15.37,11.96,7.67,8.36,13.04,174.95,0.57
2015.01,Georgia,34,15.17,6.78,6.6,14.76,15.16,208.57,0.48
2015.01,Ecuador,35,14.67,7.02,6.42,14.24,15.57,167.68,0.6
2015.01,Uzbekistan,36,14.67,6.8,6.74,14.7,14.83,277.47,0.36
2015.01,Russia,37,14.6,6.87,6.46,14.56,15.48,209.95,0.48
2015.01,Albania,38,14.58,3.5,5.33,28.59,18.78,138.43,0.72
2015.01,Colombia,39,14.35,6.07,5.51,16.47,18.15,188.58,0.53
2015.01,Pakistan,40,14.32,3.03,3.54,33.02,28.26,218.22,0.46
2015.01,Sri Lanka,41,14.29,7.89,3.7,12.67,26.99,226.12,0.44
2015.01,Zimbabwe,42,14.11,6.53,4.88,15.32,20.5,405.98,0.25
2015.01,Armenia,43,13.39,6.55,5.33,15.28,18.75,197.43,0.51
2015.01,Lithuania,44,12.87,4.12,4.1,24.25,24.42,87.49,1.14
2015.01,Kazakhstan,45,12.73,5.86,5.55,17.08,18.01,186.69,0.54
2015.01,Bosnia And Herzegovina,46,12.5,3.16,3.1,31.69,32.28,123.72,0.81
2015.01,Croatia,47,12.48,3.08,3.42,32.51,29.23,109.97,0.91
2015.01,Botswana,48,12.43,8.36,1.98,11.96,50.4,159.07,0.63
2015.01,Latvia,49,12.19,3.85,4.63,25.94,21.59,83.51,1.2
2015.01,Romania,50,11.81,4.8,4.84,20.84,20.67,108.96,0.92
2015.01,Italy,51,11.69,2.82,3.56,35.46,28.06,94.06,1.06
2015.01,Estonia,52,11.65,4.21,4.35,23.76,22.98,78.12,1.28
2015.01,Argentina,53,11.59,3.63,3.75,27.58,26.64,231.65,0.43
2015.01,Dominican Republic,54,11.45,6,7.8,16.68,12.82,171.89,0.58
2015.01,Egypt,55,11.33,7.49,7.94,13.35,12.59,132.27,0.76
2015.01,Uruguay,56,11.23,5.59,5.92,17.89,16.9,108.51,0.92
2015.01,South Korea,57,11.01,3.34,3.76,29.95,26.61,83.32,1.2
2015.01,Bangladesh,58,10.9,3.74,4.29,26.75,23.31,194.01,0.52
2015.01,Tunisia,59,10.85,5.92,5.85,16.88,17.09,109.26,0.92
2015.01,Chile,60,10.84,4.4,5.34,22.71,18.74,87.73,1.14
2015.01,Panama,61,10.79,11.56,6.98,8.65,14.33,88.77,1.13
2015.01,Nigeria,62,10.74,10.74,3.43,9.31,29.17,205.19,0.49
2015.01,Israel,63,10.72,3.36,3.83,29.76,26.08,68.86,1.45
2015.01,Palestine,64,10.62,3.01,3.25,33.23,30.78,84.14,1.19
2015.01,Slovenia,65,10.61,3.62,3.78,27.61,26.43,79.56,1.26
2015.01,Czech Republic,66,10.59,3.97,4.75,25.16,21.05,71.37,1.4
2015.01,Poland,67,10.56,4.42,4.64,22.62,21.55,83.11,1.2
2015.01,Bolivia,68,10.33,6.15,5.41,16.26,18.48,94.54,1.06
2015.01,India,69,10.06,3.3,3.91,30.33,25.55,124.36,0.8
2015.01,Trinidad And Tobago,70,10.01,18.35,3.4,5.45,29.38,95.48,1.05
2015.01,Nicaragua,71,10,8.24,7.84,12.14,12.75,153.6,0.65
2015.01,France,72,9.7,3.18,3.92,31.44,25.48,66.73,1.5
2015.01,Greece,73,9.67,3.57,3.54,27.99,28.21,75.32,1.33
2015.01,Austria,74,9.6,2.95,3.66,33.95,27.3,64.32,1.55
2015.01,Spain,75,9.56,3.95,4.48,25.34,22.32,66.42,1.51
2015.01,Bulgaria,76,9.42,5.54,6,18.06,16.66,92.96,1.08
2015.01,Guatemala,77,9.29,7.17,7.55,13.95,13.25,101.72,0.98
2015.01,Sweden,78,9.25,2.82,3.18,35.46,31.49,61.85,1.62
2015.01,Japan,79,9.24,3.58,3.32,27.94,30.09,55.84,1.79
2015.01,Iraq,80,8.89,8.38,9.69,11.93,10.32,93.25,1.07
2015.01,United Kingdom,81,8.63,4.11,4.58,24.32,21.82,63.43,1.58
2015.01,Hungary,82,8.58,4.66,5.1,21.47,19.6,84.03,1.19
2015.01,Jordan,83,8.58,6.92,7.39,14.46,13.54,87.47,1.14
2015.01,Slovakia,84,8.58,6.23,6.64,16.04,15.05,61.09,1.64
2015.01,Malaysia,85,8.35,4.6,4.24,21.75,23.57,64.84,1.54
2015.01,Portugal,86,8.32,5.68,6.42,17.62,15.57,61.94,1.61
2015.01,Luxembourg,87,8.31,5.27,4.8,18.98,20.85,50.43,1.98
2015.01,Bahrain,88,7.89,9.32,10.82,10.73,9.24,69.39,1.44
2015.01,Norway,89,7.74,4.64,4.87,21.56,20.52,54.74,1.83
2015.01,Cyprus,90,7.38,4.28,4.28,23.39,23.38,63.99,1.56
2015.01,Switzerland,91,7.28,3.47,3.56,28.84,28.06,44,2.27
2015.01,Malta,92,7.2,4.73,5.15,21.14,19.42,49.83,2.01
2015.01,Australia,93,7.13,5.03,5.4,19.88,18.5,59.32,1.69
2015.01,Finland,94,7.01,3.86,5,25.93,20.01,43.52,2.3
2015.01,Turkey,95,6.7,5.93,7.11,16.86,14.06,86.84,1.15
2015.01,Germany,96,6.61,4.01,4.45,24.93,22.45,44.27,2.26
2015.01,Qatar,97,6.56,8.8,7.48,11.36,13.37,51.69,1.93
2015.01,Belgium,98,6.49,5.44,5.98,18.37,16.71,45.92,2.18
2015.01,Mexico,99,6.26,7.42,6.17,13.48,16.21,77.27,1.29
2015.01,Netherlands,100,6.22,5.61,5.63,17.82,17.77,46.1,2.17
2015.01,United Arab Emirates,101,6.16,8.76,9.75,11.42,10.26,49.9,2
2015.01,Kuwait,102,6.12,7.4,6.16,13.51,16.22,54.74,1.83
2015.01,Ireland,103,6.07,5.8,6.42,17.25,15.57,45,2.22
2015.01,New Zealand,104,5.78,6.04,7,16.57,14.28,49.11,2.04
2015.01,Costa Rica,105,5.74,10.23,9.31,9.78,10.74,84.35,1.19
2015.01,Iceland,106,5.61,8.05,8.05,12.42,12.42,52.65,1.9
2015.01,Canada,107,5.52,5.85,6.4,17.09,15.62,37.88,2.64
2015.01,Namibia,108,5.42,9.29,30.16,10.76,3.32,63.96,1.56
2015.01,Libya,109,5.08,15.08,13.2,6.63,7.57,50.98,1.96
2015.01,Denmark,110,5.02,5.74,5.72,17.42,17.5,34.3,2.92
2015.01,Mozambique,111,4.87,19.9,24.56,5.02,4.07,102.3,0.98
2015.01,Puerto Rico,112,4.54,5.74,6.26,17.43,15.98,36.02,2.78
2015.01,Jamaica,113,4.27,13.36,9.22,7.48,10.85,55.22,1.81
2015.01,Bahamas,114,3.87,7.3,8.45,13.7,11.83,39.41,2.54
2015.01,Belize,115,3.67,4,3.46,25.01,28.9,38.87,2.57
2015.01,Honduras,116,3.51,7.11,11.47,14.06,8.72,49.01,2.04
2015.01,Oman,117,3.23,11.35,12.64,8.81,7.91,30.3,3.3
2015.01,South Africa,118,3.14,10.2,9.4,9.8,10.63,33.59,2.98
2015.01,Saudi Arabia,119,3.12,7.2,6.85,13.89,14.59,23.55,4.25
2015.01,United States,120,2.62,11.16,12.92,8.96,7.74,19.43,5.15
2015.01,Tanzania,121,1.84,80.31,27.8,1.25,3.6,27.9,3.58
2015.06,Papua New Guinea,1,93,5.96,17.74,16.77,5.64,1140.6,0.09
2015.06,Cuba,2,77.62,25.63,13.74,3.9,7.28,564.42,0.18
2015.06,Hong Kong,3,31.49,2.38,2.6,42.1,38.44,203.31,0.49
2015.06,Ghana,4,29.8,10.87,14.37,9.2,6.96,745.59,0.13
2015.06,Syria,5,29.14,4.1,3.06,24.37,32.64,271.14,0.37
2015.06,Uganda,6,28.89,1.79,8.53,55.74,11.73,575.44,0.17
2015.06,Taiwan,7,28.48,1.1,1.34,90.62,74.9,174.34,0.57
2015.06,Vietnam,8,27.27,4.26,6.6,23.48,15.15,302.51,0.33
2015.06,Macao,9,26.98,3.49,1.82,28.66,54.9,183.01,0.55
2015.06,Ukraine,10,24.58,4.65,5.01,21.51,19.96,551.36,0.18
2015.06,El Salvador,11,24.23,7.01,1.61,14.26,62.05,285.41,0.35
2015.06,Singapore,12,23.87,2.67,3.18,37.38,31.43,147.86,0.68
2015.06,Kenya,13,22.95,5.59,3.2,17.88,31.27,377.25,0.27
2015.06,China,14,22.95,2.5,2.73,39.97,36.64,196.57,0.51
2015.06,Myanmar,15,22.68,6.62,2.17,15.1,46.11,262.62,0.38
2015.06,Mauritius,16,21.97,2.06,2.04,48.55,48.98,227.12,0.44
2015.06,Peru,17,21.09,4.9,5.16,20.41,19.37,241.58,0.41
2015.06,Cambodia,18,20.37,7.98,8.09,12.54,12.36,225.22,0.44
2015.06,Indonesia,19,20.28,5.18,4.89,19.29,20.43,233.03,0.43
2015.06,Algeria,20,20.16,2.72,3.5,36.83,28.55,154.14,0.65
2015.06,Venezuela,21,20.04,8.1,13.69,12.35,7.3,397,0.25
2015.06,Zimbabwe,22,19.55,7.9,2.49,12.66,40.11,376.54,0.27
2015.06,Belarus,23,18.72,5.12,5.26,19.52,19.02,685.25,0.15
2015.06,Philippines,24,18.65,2.76,2.58,36.22,38.76,191.43,0.52
2015.06,Moldova,25,18.64,5.44,5.94,18.38,16.84,273.71,0.37
2015.06,Azerbaijan,26,18.57,6.13,6.11,16.31,16.38,201.86,0.5
2015.06,Thailand,27,18.19,4.14,3.4,24.17,29.38,158.96,0.63
2015.06,Japan,28,17.72,1.78,2.1,56.31,47.72,105.91,0.94
2015.06,Iran,29,17.1,6.08,6.55,16.45,15.28,405.37,0.25
2015.06,Brazil,30,16.8,3.98,4.06,25.11,24.62,208.58,0.48
2015.06,Uzbekistan,31,16.69,6.8,6.48,14.71,15.44,307.15,0.33
2015.06,Nepal,32,16.68,3.29,2.89,30.44,34.59,194.93,0.51
2015.06,Colombia,33,16.45,4.68,4.81,21.37,20.77,215.21,0.46
2015.06,Montenegro,34,15.9,3.22,3.07,31.1,32.54,175.52,0.57
2015.06,Serbia,35,15.56,2.94,3.13,34.02,31.98,139.67,0.72
2015.06,Lebanon,36,15.52,4.24,5.7,23.57,17.54,138,0.72
2015.06,Pakistan,37,15.49,3.1,3.13,32.22,31.96,224.24,0.45
2015.06,North Macedonia,38,15.1,3.45,3.33,29.01,30.05,136.58,0.73
2015.06,Morocco,39,15.02,4.7,3.88,21.26,25.8,126.79,0.79
2015.06,Russia,40,14.76,5.89,6.02,16.98,16.62,222.03,0.45
2015.06,Sri Lanka,41,14.63,7.89,4.55,12.68,21.99,218.19,0.46
2015.06,Georgia,42,14.27,8.54,7.95,11.7,12.59,206.68,0.48
2015.06,Kosovo (Disputed Territory),43,13.99,4.11,5.03,24.31,19.87,145.67,0.69
2015.06,Albania,44,13.96,3.81,5.79,26.25,17.27,132.79,0.75
2015.06,South Korea,45,13.91,2.22,3.51,44.97,28.46,106.22,0.94
2015.06,Armenia,46,13.88,6.48,5.11,15.44,19.57,212.17,0.47
2015.06,Dominican Republic,47,13.5,5.75,6.56,17.4,15.24,188.19,0.53
2015.06,Ethiopia,48,12.99,16.02,10.08,6.24,9.92,145.35,0.69
2015.06,Argentina,49,12.87,3.54,3.66,28.25,27.31,248.71,0.4
2015.06,Lithuania,50,12.79,4.4,4.25,22.73,23.52,85.11,1.17
2015.06,Ecuador,51,12.66,6.81,5.84,14.69,17.11,140.67,0.71
2015.06,Botswana,52,12.38,9.54,2.37,10.49,42.17,152.1,0.66
2015.06,Uruguay,53,12.17,5.22,5.1,19.14,19.6,120.81,0.83
2015.06,Kazakhstan,54,12.01,5.05,5.31,19.79,18.85,173.79,0.58
2015.06,Croatia,55,11.56,3.2,3.44,31.29,29.03,101.9,0.98
2015.06,Panama,56,11.27,10.93,7.14,9.15,14,90.56,1.1
2015.06,Bolivia,57,11.2,5.35,5.11,18.69,19.58,109.43,0.91
2015.06,Bosnia And Herzegovina,58,11.12,3.57,3.35,28.01,29.82,109.03,0.92
2015.06,Estonia,59,10.99,3.91,4.01,25.6,24.94,73.83,1.35
2015.06,Tunisia,60,10.97,5.4,5.2,18.53,19.21,107.31,0.93
2015.06,Egypt,61,10.95,7.69,8.3,13.01,12.04,127.03,0.79
2015.06,Bangladesh,62,10.85,3.3,4.23,30.3,23.67,178.89,0.56
2015.06,Romania,63,10.69,4.96,4.85,20.16,20.63,94.94,1.05
2015.06,Italy,64,10.59,3.02,3.81,33.16,26.22,83.49,1.2
2015.06,Slovenia,65,10.26,3.54,3.92,28.28,25.52,75.37,1.33
2015.06,Guatemala,66,10.25,6.54,7.19,15.3,13.91,118.68,0.84
2015.06,Poland,67,9.91,4.51,4.8,22.17,20.84,76.73,1.3
2015.06,Latvia,68,9.88,4.96,5.73,20.16,17.46,66.87,1.5
2015.06,Czech Republic,69,9.87,4.08,4.66,24.5,21.46,64.65,1.55
2015.06,Israel,70,9.57,3.3,3.58,30.31,27.9,60.72,1.65
2015.06,Trinidad And Tobago,71,9.5,9.19,4.83,10.88,20.69,90.61,1.1
2015.06,Austria,72,9.36,3.48,4.17,28.71,23.98,62.2,1.61
2015.06,France,73,9.11,3.41,3.83,29.35,26.08,61.33,1.63
2015.06,Bahrain,74,9.02,6.99,9.55,14.31,10.47,77.37,1.29
2015.06,India,75,8.89,3.17,3.78,31.53,26.43,108.62,0.92
2015.06,Chile,76,8.89,4.51,4.97,22.19,20.13,71.19,1.4
2015.06,Slovakia,77,8.78,6.03,6.34,16.6,15.77,58.97,1.7
2015.06,Luxembourg,78,8.78,5.23,4.82,19.1,20.74,53.27,1.88
2015.06,Malaysia,79,8.76,3.94,3.56,25.41,28.12,67.31,1.49
2015.06,Bulgaria,80,8.55,5.64,6.08,17.74,16.45,81.81,1.22
2015.06,Spain,81,8.52,4.03,4.46,24.82,22.43,59.06,1.69
2015.06,Sweden,82,8.4,3.13,3.57,31.94,28.04,54.08,1.85
2015.06,Greece,83,8.26,3.64,3.61,27.5,27.69,63.08,1.59
2015.06,United Kingdom,84,8.25,4.45,4.9,22.49,20.39,59.29,1.69
2015.06,Malta,85,8.24,4.83,4.77,20.72,20.97,57.35,1.74
2015.06,Ireland,86,8.13,4.35,5.38,23,18.59,59.65,1.68
2015.06,Iraq,87,8.12,8.87,9.86,11.27,10.14,85.57,1.17
2015.06,Switzerland,88,8.06,3.16,3.28,31.68,30.5,48.63,2.06
2015.06,Hungary,89,7.98,5.21,5.62,19.19,17.79,71.01,1.41
2015.06,Australia,90,7.92,4.25,4.73,23.54,21.16,64.21,1.56
2015.06,Portugal,91,7.91,5.6,5.82,17.85,17.19,58.6,1.71
2015.06,Jordan,92,7.83,6.96,7.35,14.36,13.6,85.15,1.17
2015.06,Nigeria,93,7.82,17.03,4.8,5.87,20.82,159.33,0.63
2015.06,Qatar,94,7.74,10.23,6.99,9.78,14.31,57.66,1.73
2015.06,Palestine,95,7.65,4.92,5.5,20.31,18.17,61.4,1.63
2015.06,Nicaragua,96,7.33,11.02,4.47,9.08,22.39,113.73,0.88
2015.06,Norway,97,7.26,4.76,4.86,21,20.59,50.57,1.98
2015.06,Costa Rica,98,7.15,8.22,6.76,12.17,14.8,102.55,0.98
2015.06,Germany,99,7.07,3.7,3.95,27,25.29,46.94,2.13
2015.06,Belize,100,7.05,1.37,3.72,73.02,26.87,80.71,1.24
2015.06,Cyprus,101,6.87,4.04,3.97,24.78,25.17,58.92,1.7
2015.06,New Zealand,102,6.83,5.37,6.09,18.63,16.41,58.43,1.71
2015.06,Finland,103,6.78,3.82,4.77,26.17,20.96,41.9,2.39
2015.06,Turkey,104,6.55,5.67,6.92,17.64,14.45,85.94,1.16
2015.06,Belgium,105,6.46,7.9,7.01,12.65,14.26,43.97,2.27
2015.06,Fiji,106,6.31,21.92,7.71,4.56,12.97,68.95,1.45
2015.06,Brunei,107,6.26,15.47,5.69,6.46,17.56,45.74,2.19
2015.06,United Arab Emirates,108,6.18,9.29,9.92,10.77,10.08,48.35,2.07
2015.06,Namibia,109,6.12,7.98,31.4,12.54,3.19,73.34,1.36
2015.06,Canada,110,5.78,5.64,6.29,17.72,15.9,39.35,2.54
2015.06,Mexico,111,5.67,6.91,6.26,14.48,15.96,69.69,1.43
2015.06,Kuwait,112,5.58,7.59,7.3,13.18,13.7,48.88,2.05
2015.06,Netherlands,113,5.43,6.01,6.23,16.65,16.04,39.64,2.52
2015.06,Mozambique,114,5.4,18.98,21.88,5.27,4.57,112.68,0.89
2015.06,Bahamas,115,5.36,8,5.1,12.5,19.6,53,1.89
2015.06,Denmark,116,5.18,4.7,5.11,21.28,19.58,35.45,2.82
2015.06,Us Virgin Islands,117,5.15,3.67,17.22,27.22,5.81,45.6,2.19
2015.06,Iceland,118,5.09,7.46,7.6,13.4,13.16,46.66,2.14
2015.06,Libya,119,5.05,12.54,12.64,7.97,7.91,46.49,2.15
2015.06,Honduras,120,4.63,6.8,9.71,14.72,10.29,58.59,1.71
2015.06,Puerto Rico,121,4.37,6.67,6.41,14.99,15.6,34.81,2.87
2015.06,Jamaica,122,3.67,16.5,11.43,6.06,8.75,42.69,2.34
2015.06,United States,123,3.39,9.48,11.46,10.55,8.73,25.11,3.98
2015.06,South Africa,124,3.18,9.58,9.76,10.44,10.24,34.89,2.87
2015.06,Saudi Arabia,125,2.9,6.64,7.17,15.07,13.95,21.85,4.58
2015.06,Oman,126,2.55,11.25,12.54,8.89,7.98,23.93,4.18
2015.06,Tanzania,127,2.46,63.94,20.13,1.56,4.97,38.5,2.6
2016.01,Hong Kong,1,37.57,1.95,2.14,51.16,46.74,239.94,0.42
2016.01,Vietnam,2,34.09,3.66,6.39,27.33,15.65,374.92,0.27
2016.01,Ghana,3,29.93,10.62,14.47,9.42,6.91,737.47,0.14
2016.01,Cambodia,4,29.79,6.28,6.05,15.91,16.52,336.12,0.3
2016.01,Ukraine,5,26.16,4.86,5.09,20.59,19.64,611.79,0.16
2016.01,China,6,24.98,2.53,2.64,39.57,37.84,210.65,0.47
2016.01,Thailand,7,24.38,4.34,3.59,23.05,27.87,214.23,0.47
2016.01,Syria,8,24.27,4.81,5.53,20.78,18.1,236.41,0.42
2016.01,Singapore,9,23.17,2.74,3.19,36.52,31.33,144.38,0.69
2016.01,Taiwan,10,22.72,1.2,1.5,83.3,66.83,139.85,0.72
2016.01,Belarus,11,21.06,4.87,4.89,20.54,20.44,721.22,0.14
2016.01,Kenya,12,20.19,6.77,4.27,14.77,23.43,332.77,0.3
2016.01,Japan,13,20.17,1.57,1.99,63.76,50.21,119.57,0.84
2016.01,Indonesia,14,19.48,4.52,4.89,22.14,20.46,225.53,0.44
2016.01,Philippines,15,19.24,3.01,3.07,33.25,32.62,193.09,0.52
2016.01,Algeria,16,19.06,2.94,3.69,34.02,27.1,152.14,0.66
2016.01,Moldova,17,18.27,5.58,6.08,17.91,16.44,257.53,0.39
2016.01,Armenia,18,18.24,5.81,5.06,17.21,19.76,286.45,0.35
2016.01,Brazil,19,17.95,4.24,4.16,23.6,24.06,239.44,0.42
2016.01,Nepal,20,17.87,2.36,3.12,42.33,32.07,215.92,0.46
2016.01,Azerbaijan,21,17.77,5.62,5.52,17.8,18.12,210.94,0.47
2016.01,Sri Lanka,22,17.35,5.61,4.04,17.82,24.75,239.34,0.42
2016.01,Ethiopia,23,17,13.35,9.68,7.49,10.33,214.81,0.47
2016.01,Serbia,24,16.59,3.1,3.37,32.29,29.7,148.39,0.67
2016.01,Uzbekistan,25,16.35,6.48,6.5,15.42,15.39,302.03,0.33
2016.01,Georgia,26,16.32,7.78,9.01,12.85,11.09,224.74,0.44
2016.01,Colombia,27,16.29,5.17,5.11,19.35,19.57,218.35,0.46
2016.01,Peru,28,15.95,5.03,5.42,19.89,18.45,183.97,0.54
2016.01,Montenegro,29,15.61,3.77,3.4,26.5,29.37,182.1,0.55
2016.01,North Macedonia,30,15.52,3.52,3.42,28.39,29.21,138.64,0.72
2016.01,Pakistan,31,15.27,3.36,3.21,29.79,31.18,218.77,0.46
2016.01,South Korea,32,14.87,2.19,3.43,45.62,29.18,110.65,0.9
2016.01,Uruguay,33,14.83,4.68,4.59,21.36,21.78,149.26,0.67
2016.01,Iran,34,14.78,5.77,6.88,17.32,14.54,356.11,0.28
2016.01,Morocco,35,14.66,4.79,4.46,20.89,22.43,125.46,0.8
2016.01,Albania,36,14.05,4.01,5.33,24.92,18.78,128.55,0.78
2016.01,Kazakhstan,37,13.23,5.08,5.64,19.69,17.73,199.3,0.5
2016.01,Lebanon,38,12.91,5.97,6.86,16.75,14.58,114.63,0.87
2016.01,Lithuania,39,12.9,4.24,4.43,23.57,22.59,84.11,1.19
2016.01,Russia,40,12.84,6.69,6.41,14.95,15.61,192.89,0.52
2016.01,Argentina,41,12.22,3.61,3.83,27.73,26.14,269.12,0.37
2016.01,Panama,42,12.06,11.48,7.68,8.71,13.02,98.17,1.02
2016.01,Dominican Republic,43,12.06,6.74,6.8,14.84,14.71,151.97,0.66
2016.01,France,44,11.93,2.64,3.19,37.89,31.36,78.5,1.27
2016.01,Croatia,45,11.88,3.13,3.54,31.97,28.29,101.79,0.98
2016.01,Ecuador,46,11.75,6.69,5.09,14.94,19.66,138.58,0.72
2016.01,Tunisia,47,11.52,5.37,5.46,18.61,18.31,107.72,0.93
2016.01,Sweden,48,11.19,2.55,3.12,39.26,32.03,69.76,1.43
2016.01,Estonia,49,11.13,3.94,3.96,25.41,25.28,71.06,1.41
2016.01,Poland,50,10.95,4.43,4.99,22.59,20.02,81.5,1.23
2016.01,Bosnia And Herzegovina,51,10.94,3.46,3.3,28.9,30.34,105.89,0.94
2016.01,Egypt,52,10.76,7.04,8.21,14.2,12.17,131.17,0.76
2016.01,Latvia,53,10.75,4.59,5.9,21.79,16.96,72.68,1.38
2016.01,Israel,54,10.64,3.29,3.51,30.38,28.47,67.46,1.48
2016.01,Romania,55,10.56,4.89,4.73,20.43,21.15,87.75,1.14
2016.01,India,56,10.54,3,3.78,33.31,26.43,127.94,0.78
2016.01,Italy,57,10.37,3.07,4.01,32.59,24.96,73.09,1.37
2016.01,Czech Republic,58,10.34,4.21,4.7,23.77,21.27,65.26,1.53
2016.01,Bolivia,59,10,5.85,5.94,17.09,16.83,96.06,1.04
2016.01,Chile,60,9.88,4.33,5.08,23.11,19.68,78.76,1.27
2016.01,Bangladesh,61,9.85,4.15,4.48,24.08,22.32,146.97,0.68
2016.01,Hungary,62,9.81,5.44,6.14,18.4,16.29,86.78,1.15
2016.01,Jamaica,63,9.8,6.99,4.39,14.3,22.78,116.63,0.86
2016.01,Slovenia,64,9.72,3.86,4.05,25.91,24.67,71.21,1.4
2016.01,Austria,65,9.52,3.63,3.98,27.51,25.12,60.17,1.66
2016.01,United Kingdom,66,9.28,4.42,4.53,22.63,22.06,65.52,1.53
2016.01,Malaysia,67,9.07,4.09,4.07,24.45,24.59,69.86,1.43
2016.01,Slovakia,68,9.02,6.32,6.47,15.83,15.47,58.63,1.71
2016.01,Jordan,69,8.98,6.19,6.57,16.15,15.22,97.11,1.03
2016.01,Bulgaria,70,8.8,5.5,5.87,18.2,17.05,79.85,1.25
2016.01,Luxembourg,71,8.68,4.35,4.38,23.01,22.82,52.71,1.9
2016.01,Malta,72,8.67,5.3,5.7,18.87,17.53,59.54,1.68
2016.01,Switzerland,73,8.57,3.06,3.28,32.69,30.53,51.22,1.95
2016.01,Ireland,74,8.51,4.5,5.49,22.24,18.21,62.4,1.6
2016.01,Australia,75,8.43,4.37,4.52,22.9,22.14,66.25,1.51
2016.01,Portugal,76,8.43,5.67,5.91,17.65,16.91,61.04,1.64
2016.01,Turkey,77,8.07,5.36,6.33,18.65,15.79,106.92,0.94
2016.01,Spain,78,8.06,4.49,5.12,22.27,19.52,54.56,1.83
2016.01,Iraq,79,7.74,8.63,9.78,11.59,10.22,89.64,1.12
2016.01,Finland,80,7.73,3.72,4.54,26.89,22.01,46.48,2.15
2016.01,Costa Rica,81,7.68,6.99,6.05,14.31,16.54,102.39,0.98
2016.01,Greece,82,7.38,4.09,3.91,24.45,25.57,53.6,1.87
2016.01,Norway,83,7.36,4.51,4.78,22.15,20.92,49.5,2.02
2016.01,Germany,84,7.13,3.82,4.07,26.18,24.54,45.62,2.19
2016.01,Palestine,85,7.07,5.96,6.22,16.77,16.07,58.05,1.72
2016.01,Tanzania,86,7.06,11.93,16.1,8.38,6.21,96.62,1.03
2016.01,Qatar,87,6.91,9.47,7,10.55,14.29,51.1,1.96
2016.01,Cyprus,88,6.67,4.68,4.87,21.37,20.53,54.89,1.82
2016.01,Belgium,89,6.58,6.78,6.34,14.76,15.78,43.16,2.32
2016.01,New Zealand,90,6.28,5.74,6.45,17.42,15.51,51.47,1.94
2016.01,Mexico,91,6.21,7.37,6.48,13.57,15.43,77.18,1.3
2016.01,Canada,92,6.14,5.43,6,18.42,16.68,40.86,2.45
2016.01,Netherlands,93,5.87,6.26,6.64,15.98,15.07,41,2.44
2016.01,Denmark,94,5.85,4.74,5.3,21.08,18.87,39.23,2.55
2016.01,Bahrain,95,5.7,10.41,12.65,9.61,7.9,49.06,2.04
2016.01,Iceland,96,5.54,8.02,8.73,12.46,11.45,51.65,1.94
2016.01,United Arab Emirates,97,5.43,10.63,10.98,9.4,9.1,40.91,2.44
2016.01,Puerto Rico,98,4.74,7.09,6.93,14.11,14.43,37.61,2.66
2016.01,United States,99,3.37,11.04,12.51,9.06,7.99,24.74,4.04
2016.01,South Africa,100,3.34,9.68,10.2,10.33,9.81,37.17,2.69
2016.01,Oman,101,3.33,8.21,14.46,12.17,6.92,28.19,3.55
2016.01,Saudi Arabia,102,2.78,7.02,8.17,14.25,12.23,20.47,4.89
2016.06,Hong Kong,1,34.95,2.21,2.21,45.25,45.29,218.31,0.46
2016.06,Syria,2,33.59,4.25,5.62,23.54,17.78,328.87,0.3
2016.06,Vietnam,3,28.87,5,7.04,20,14.21,317.52,0.31
2016.06,Ukraine,4,25.78,5.09,5.59,19.64,17.9,614.9,0.16
2016.06,China,5,25.73,2.41,2.75,41.43,36.39,212.61,0.47
2016.06,Thailand,6,24.06,4.06,3.69,24.62,27.1,208.41,0.48
2016.06,Singapore,7,20.94,3.1,3.67,32.29,27.24,130.43,0.77
2016.06,Algeria,8,20.56,3.01,3.54,33.17,28.22,167.2,0.6
2016.06,Sri Lanka,9,20.49,4.36,3.79,22.91,26.4,278.77,0.36
2016.06,Belarus,10,19.22,5.17,4.84,19.34,20.66,600.99,0.17
2016.06,Azerbaijan,11,19.02,5.36,5.29,18.65,18.89,228.75,0.44
2016.06,Ethiopia,12,18.63,11.86,9.66,8.43,10.35,226.48,0.44
2016.06,Indonesia,13,18.6,4.42,4.85,22.64,20.6,217.5,0.46
2016.06,Armenia,14,18.4,6.25,5.31,15.99,18.84,275.31,0.36
2016.06,Colombia,15,18.2,4.58,4.91,21.82,20.36,258.6,0.39
2016.06,Uruguay,16,17.98,4.38,3.9,22.81,25.62,183.21,0.55
