Country,Year,GDP per Hour Worked
Colombia,2007,11.347122
Colombia,2008,11.360227
Colombia,2009,11.063533
Colombia,2010,11.114892
Colombia,2011,11.496924
Colombia,2012,11.629282
Colombia,2013,12.052849
Colombia,2014,12.371221
Colombia,2015,12.488134
Colombia,2016,12.724875
Colombia,2017,12.862402
Colombia,2018,13.050834
Colombia,2019,13.46144
Colombia,2020,16.080512
Colombia,2021,14.347454
Colombia,2022,14.242807
Colombia,1990,10.084559
Colombia,1991,9.727808
Colombia,1992,10.029618
Colombia,1993,9.932996
Colombia,1994,10.034249
Colombia,1995,10.113275
Colombia,1996,10.215429
Colombia,1997,10.34576
Colombia,1998,10.421728
Colombia,1999,10.028326
Colombia,2000,9.652419
Colombia,2001,9.690187
Colombia,2002,9.482174
Colombia,2003,9.500538
Colombia,2004,10.052163
Colombia,2005,10.232035
Colombia,2006,10.890402
Colombia,2007,11.347122
Colombia,2008,11.360227
Colombia,2009,11.063533
Colombia,2010,11.114892
Colombia,2011,11.496924
Colombia,2012,11.629282
Colombia,2013,12.052849
Colombia,2014,12.371221
Colombia,2015,12.488134
Colombia,2016,12.724875
Colombia,2017,12.862402
Colombia,2018,13.050834
Colombia,2019,13.46144
Colombia,2020,16.080512
Colombia,2021,14.347454
Colombia,2022,14.242807
Colombia,1990,10.084559
Colombia,1991,9.727808
Colombia,1992,10.029618
Colombia,1993,9.932996
Colombia,1994,10.034249
Colombia,1995,10.113275
Colombia,1996,10.215429
Colombia,1997,10.34576
Colombia,1998,10.421728
Colombia,1999,10.028326
Colombia,2000,9.652419
Colombia,2001,9.690187
Colombia,2002,9.482174
Colombia,2003,9.500538
Colombia,2004,10.052163
Colombia,2005,10.232035
Colombia,2006,10.890402
Colombia,2007,11.347122
Colombia,2008,11.360227
Colombia,2009,11.063533
Colombia,2010,11.114892
Colombia,2011,11.496924
Colombia,2012,11.629282
Colombia,2013,12.052849
Colombia,2014,12.371221
Colombia,2015,12.488134
Colombia,2016,12.724875
Colombia,2017,12.862402
Colombia,2018,13.050834
Colombia,2019,13.46144
Colombia,2020,16.080512
Colombia,2021,14.347454
Colombia,2022,14.242807
Colombia,1990,10.084559
Colombia,1991,9.727808
Colombia,1992,10.029618
Colombia,1993,9.932996
Colombia,1994,10.034249
Colombia,1995,10.113275
Colombia,1996,10.215429
Colombia,1997,10.34576
Colombia,1998,10.421728
Colombia,1999,10.028326
Colombia,2000,9.652419
Colombia,2001,9.690187
Colombia,2002,9.482174
Colombia,2003,9.500538
Colombia,2004,10.052163
Colombia,2005,10.232035
Colombia,2006,10.890402
Colombia,2007,11.347122
Colombia,2008,11.360227
Colombia,2009,11.063533
Colombia,2010,11.114892
Colombia,2011,11.496924
Colombia,2012,11.629282
Colombia,2013,12.052849
Colombia,2014,12.371221
Colombia,2015,12.488134
Colombia,2016,12.724875
Colombia,2017,12.862402
Colombia,2018,13.050834
Colombia,2019,13.46144
Colombia,2020,16.080512
Colombia,2021,14.347454
Colombia,2022,14.242807
Colombia,1990,10.084559
Colombia,1991,9.727808
Colombia,1992,10.029618
Colombia,1993,9.932996
Colombia,1994,10.034249
Colombia,1995,10.113275
Colombia,1996,10.215429
Colombia,1997,10.34576
Colombia,1998,10.421728
Colombia,1999,10.028326
Colombia,2000,9.652419
Colombia,2001,9.690187
Colombia,2002,9.482174
Colombia,2003,9.500538
Colombia,2004,10.052163
Colombia,2005,10.232035
Colombia,2006,10.890402
Colombia,2007,11.347122
Colombia,2008,11.360227
Colombia,2009,11.063533
Colombia,2010,11.114892
Colombia,2011,11.496924
Colombia,2012,11.629282
Colombia,2013,12.052849
Colombia,2014,12.371221
Colombia,2015,12.488134
Colombia,2016,12.724875
Colombia,2017,12.862402
Colombia,2018,13.050834
Colombia,2019,13.46144
Colombia,2020,16.080512
Colombia,2021,14.347454
Colombia,2022,14.242807
Costa Rica,1991,12.395066
Costa Rica,1992,12.526999
Costa Rica,1993,12.755563
Costa Rica,1994,12.619753
Costa Rica,1995,12.875718
Costa Rica,1996,12.927027
Costa Rica,1997,12.742868
Costa Rica,1998,12.883903
Costa Rica,1999,13.181781
Costa Rica,2000,13.419427
Costa Rica,2001,13.340478
Costa Rica,2002,13.431107
Costa Rica,2003,13.62039
Costa Rica,2004,13.961451
Costa Rica,2005,13.718511
Costa Rica,2006,14.259665
Costa Rica,2007,14.453706
Costa Rica,2008,14.909054
Costa Rica,2009,15.331663
Costa Rica,2010,17.122775
Costa Rica,2011,17.944786
Costa Rica,2012,17.694625
Costa Rica,2013,18.620355
Costa Rica,2014,19.093774
Costa Rica,2015,19.707747
Costa Rica,2016,20.571849
Costa Rica,2017,21.056646
Costa Rica,2018,21.446167
Costa Rica,2019,22.038536
Costa Rica,2020,25.395334
Costa Rica,2021,24.023111
Costa Rica,2022,22.861294
Costa Rica,1991,12.395066
Costa Rica,1992,12.526999
Costa Rica,1993,12.755563
Costa Rica,1994,12.619753
Costa Rica,1995,12.875718
Costa Rica,1996,12.927027
Costa Rica,1997,12.742868
Costa Rica,1998,12.883903
Costa Rica,1999,13.181781
Costa Rica,2000,13.419427
Costa Rica,2001,13.340478
Costa Rica,2002,13.431107
Costa Rica,2003,13.62039
Costa Rica,2004,13.961451
Costa Rica,2005,13.718511
Costa Rica,2006,14.259665
Costa Rica,2007,14.453706
Costa Rica,2008,14.909054
Costa Rica,2009,15.331663
Costa Rica,2010,17.122775
Costa Rica,2011,17.944786
Costa Rica,2012,17.694625
Costa Rica,2013,18.620355
Costa Rica,2014,19.093774
Costa Rica,2015,19.707747
Costa Rica,2016,20.571849
Costa Rica,2017,21.056646
Costa Rica,2018,21.446167
Costa Rica,2019,22.038536
Costa Rica,2020,25.395334
Costa Rica,2021,24.023111
Costa Rica,2022,22.861294
Costa Rica,1991,12.395066
Costa Rica,1992,12.526999
Costa Rica,1993,12.755563
Costa Rica,1994,12.619753
Costa Rica,1995,12.875718
Costa Rica,1996,12.927027
Costa Rica,1997,12.742868
Costa Rica,1998,12.883903
Costa Rica,1999,13.181781
Costa Rica,2000,13.419427
Costa Rica,2001,13.340478
Costa Rica,2002,13.431107
Costa Rica,2003,13.62039
Costa Rica,2004,13.961451
Costa Rica,2005,13.718511
Costa Rica,2006,14.259665
Costa Rica,2007,14.453706
Costa Rica,2008,14.909054
Costa Rica,2009,15.331663
Costa Rica,2010,17.122775
Costa Rica,2011,17.944786
Costa Rica,2012,17.694625
Costa Rica,2013,18.620355
Costa Rica,2014,19.093774
Costa Rica,2015,19.707747
Costa Rica,2016,20.571849
Costa Rica,2017,21.056646
Costa Rica,2018,21.446167
Costa Rica,2019,22.038536
Costa Rica,2020,25.395334
Costa Rica,2021,24.023111
Costa Rica,2022,22.861294
Costa Rica,1991,12.395066
Costa Rica,1992,12.526999
Costa Rica,1993,12.755563
Costa Rica,1994,12.619753
Costa Rica,1995,12.875718
Costa Rica,1996,12.927027
Costa Rica,1997,12.742868
Costa Rica,1998,12.883903
Costa Rica,1999,13.181781
Costa Rica,2000,13.419427
Costa Rica,2001,13.340478
Costa Rica,2002,13.431107
Costa Rica,2003,13.62039
Costa Rica,2004,13.961451
Costa Rica,2005,13.718511
Costa Rica,2006,14.259665
Costa Rica,2007,14.453706
Costa Rica,2008,14.909054
Costa Rica,2009,15.331663
Costa Rica,2010,17.122775
Costa Rica,2011,17.944786
Costa Rica,2012,17.694625
Costa Rica,2013,18.620355
Costa Rica,2014,19.093774
Costa Rica,2015,19.707747
Costa Rica,2016,20.571849
Costa Rica,2017,21.056646
Costa Rica,2018,21.446167
Costa Rica,2019,22.038536
Costa Rica,2020,25.395334
Costa Rica,2021,24.023111
Costa Rica,2022,22.861294
Costa Rica,1991,12.395066
Costa Rica,1992,12.526999
Costa Rica,1993,12.755563
Costa Rica,1994,12.619753
Costa Rica,1995,12.875718
Costa Rica,1996,12.927027
Costa Rica,1997,12.742868
Costa Rica,1998,12.883903
Costa Rica,1999,13.181781
Costa Rica,2000,13.419427
Costa Rica,2001,13.340478
Costa Rica,2002,13.431107
Costa Rica,2003,13.62039
Costa Rica,2004,13.961451
Costa Rica,2005,13.718511
Costa Rica,2006,14.259665
Costa Rica,2007,14.453706
Costa Rica,2008,14.909054
Costa Rica,2009,15.331663
Costa Rica,2010,17.122775
Costa Rica,2011,17.944786
Costa Rica,2012,17.694625
Costa Rica,2013,18.620355
Costa Rica,2014,19.093774
Costa Rica,2015,19.707747
Costa Rica,2016,20.571849
Costa Rica,2017,21.056646
Costa Rica,2018,21.446167
Costa Rica,2019,22.038536
Costa Rica,2020,25.395334
Costa Rica,2021,24.023111
Costa Rica,2022,22.861294
Costa Rica,1991,12.395066
Costa Rica,1992,12.526999
Costa Rica,1993,12.755563
Costa Rica,1994,12.619753
Costa Rica,1995,12.875718
Costa Rica,1996,12.927027
Costa Rica,1997,12.742868
Costa Rica,1998,12.883903
Costa Rica,1999,13.181781
Costa Rica,2000,13.419427
Costa Rica,2001,13.340478
Costa Rica,2002,13.431107
Costa Rica,2003,13.62039
Costa Rica,2004,13.961451
Costa Rica,2005,13.718511
Costa Rica,2006,14.259665
Costa Rica,2007,14.453706
Costa Rica,2008,14.909054
Costa Rica,2009,15.331663
Costa Rica,2010,17.122775
Costa Rica,2011,17.944786
Costa Rica,2012,17.694625
Costa Rica,2013,18.620355
Costa Rica,2014,19.093774
Costa Rica,2015,19.707747
Costa Rica,2016,20.571849
Costa Rica,2017,21.056646
Costa Rica,2018,21.446167
Costa Rica,2019,22.038536
Costa Rica,2020,25.395334
Costa Rica,2021,24.023111
Costa Rica,2022,22.861294
Costa Rica,1991,12.395066
Costa Rica,1992,12.526999
Costa Rica,1993,12.755563
Costa Rica,1994,12.619753
Costa Rica,1995,12.875718
Costa Rica,1996,12.927027
Costa Rica,1997,12.742868
Costa Rica,1998,12.883903
Costa Rica,1999,13.181781
Costa Rica,2000,13.419427
Costa Rica,2001,13.340478
Costa Rica,2002,13.431107
Costa Rica,2003,13.62039
Costa Rica,2004,13.961451
Costa Rica,2005,13.718511
Costa Rica,2006,14.259665
Costa Rica,2007,14.453706
Costa Rica,2008,14.909054
Costa Rica,2009,15.331663
Costa Rica,2010,17.122775
Costa Rica,2011,17.944786
Costa Rica,2012,17.694625
Costa Rica,2013,18.620355
Costa Rica,2014,19.093774
Costa Rica,2015,19.707747
Costa Rica,2016,20.571849
Costa Rica,2017,21.056646
Costa Rica,2018,21.446167
Costa Rica,2019,22.038536
Costa Rica,2020,25.395334
Costa Rica,2021,24.023111
Costa Rica,2022,22.861294
Costa Rica,1991,12.395066
Costa Rica,1992,12.526999
Costa Rica,1993,12.755563
Costa Rica,1994,12.619753
Costa Rica,1995,12.875718
Costa Rica,1996,12.927027
Costa Rica,1997,12.742868
Costa Rica,1998,12.883903
Costa Rica,1999,13.181781
Costa Rica,2000,13.419427
Costa Rica,2001,13.340478
Costa Rica,2002,13.431107
Costa Rica,2003,13.62039
Costa Rica,2004,13.961451
Costa Rica,2005,13.718511
Costa Rica,2006,14.259665
Costa Rica,2007,14.453706
Costa Rica,2008,14.909054
Costa Rica,2009,15.331663
Costa Rica,2010,17.122775
Costa Rica,2011,17.944786
Costa Rica,2012,17.694625
Costa Rica,2013,18.620355
Costa Rica,2014,19.093774
Costa Rica,2015,19.707747
Costa Rica,2016,20.571849
Costa Rica,2017,21.056646
Costa Rica,2018,21.446167
Costa Rica,2019,22.038536
Costa Rica,2020,25.395334
Costa Rica,2021,24.023111
Costa Rica,2022,22.861294
Costa Rica,1991,12.395066
Costa Rica,1992,12.526999
Costa Rica,1993,12.755563
Costa Rica,1994,12.619753
Costa Rica,1995,12.875718
Costa Rica,1996,12.927027
Costa Rica,1997,12.742868
Costa Rica,1998,12.883903
Costa Rica,1999,13.181781
Costa Rica,2000,13.419427
Costa Rica,2001,13.340478
Costa Rica,2002,13.431107
Costa Rica,2003,13.62039
Costa Rica,2004,13.961451
Costa Rica,2005,13.718511
Costa Rica,2006,14.259665
Costa Rica,2007,14.453706
Costa Rica,2008,14.909054
Costa Rica,2009,15.331663
Costa Rica,2010,17.122775
Costa Rica,2011,17.944786
Costa Rica,2012,17.694625
Costa Rica,2013,18.620355
Costa Rica,2014,19.093774
Costa Rica,2015,19.707747
Costa Rica,2016,20.571849
Costa Rica,2017,21.056646
Costa Rica,2018,21.446167
Costa Rica,2019,22.038536
Costa Rica,2020,25.395334
Costa Rica,2021,24.023111
Costa Rica,2022,22.861294
Costa Rica,1991,12.395066
Costa Rica,1992,12.526999
Costa Rica,1993,12.755563
Costa Rica,1994,12.619753
Costa Rica,1995,12.875718
Costa Rica,1996,12.927027
Costa Rica,1997,12.742868
Costa Rica,1998,12.883903
Costa Rica,1999,13.181781
Costa Rica,2000,13.419427
Costa Rica,2001,13.340478
Costa Rica,2002,13.431107
Costa Rica,2003,13.62039
Costa Rica,2004,13.961451
Costa Rica,2005,13.718511
Costa Rica,2006,14.259665
Costa Rica,2007,14.453706
Costa Rica,2008,14.909054
Costa Rica,2009,15.331663
Costa Rica,2010,17.122775
Costa Rica,2011,17.944786
Costa Rica,2012,17.694625
Costa Rica,2013,18.620355
Costa Rica,2014,19.093774
Costa Rica,2015,19.707747
Costa Rica,2016,20.571849
Costa Rica,2017,21.056646
Costa Rica,2018,21.446167
Costa Rica,2019,22.038536
Costa Rica,2020,25.395334
Costa Rica,2021,24.023111
Costa Rica,2022,22.861294
Czechia,1993,21.580209
Czechia,1994,22.178276
Czechia,1995,23.555989
Czechia,1996,24.464831
Czechia,1997,24.396092
Czechia,1998,24.433029
Czechia,1999,24.918613
Czechia,2000,25.998047
Czechia,2001,27.994158
Czechia,2002,28.429678
Czechia,2003,29.901424
Czechia,2004,31.147574
Czechia,2005,32.765277
Czechia,2006,34.781571
Czechia,2007,36.256014
Czechia,2008,36.139167
Czechia,2009,35.303035
Czechia,2010,36.128328
Czechia,2011,36.734795
Czechia,2012,36.886973
Czechia,2013,37.004724
Czechia,2014,37.432375
Czechia,2015,39.390083
Czechia,2016,39.251558
Czechia,2017,40.595969
Czechia,2018,41.161265
Czechia,2019,42.272668
Czechia,2020,43.289836
Czechia,2021,43.482596
Czechia,2022,42.55645
Czechia,1993,21.580209
Czechia,1994,22.178276
Czechia,1995,23.555989
Czechia,1996,24.464831
Czechia,1997,24.396092
Czechia,1998,24.433029
Czechia,1999,24.918613
Czechia,2000,25.998047
Czechia,2001,27.994158
Czechia,2002,28.429678
Czechia,2003,29.901424
Czechia,2004,31.147574
Czechia,2005,32.765277
Czechia,2006,34.781571
Czechia,2007,36.256014
Czechia,2008,36.139167
Czechia,2009,35.303035
Czechia,2010,36.128328
Czechia,2011,36.734795
Czechia,2012,36.886973
Czechia,2013,37.004724
Czechia,2014,37.432375
Czechia,2015,39.390083
Czechia,2016,39.251558
Czechia,2017,40.595969
Czechia,2018,41.161265
Czechia,2019,42.272668
Czechia,2020,43.289836
Czechia,2021,43.482596
Czechia,2022,42.55645
Czechia,1993,21.580209
Czechia,1994,22.178276
Czechia,1995,23.555989
Czechia,1996,24.464831
Czechia,1997,24.396092
Czechia,1998,24.433029
Czechia,1999,24.918613
Czechia,2000,25.998047
Czechia,2001,27.994158
Czechia,2002,28.429678
Czechia,2003,29.901424
Czechia,2004,31.147574
Czechia,2005,32.765277
Czechia,2006,34.781571
Czechia,2007,36.256014
Czechia,2008,36.139167
Czechia,2009,35.303035
Czechia,2010,36.128328
Czechia,2011,36.734795
Czechia,2012,36.886973
Czechia,2013,37.004724
Czechia,2014,37.432375
Czechia,2015,39.390083
Czechia,2016,39.251558
Czechia,2017,40.595969
Czechia,2018,41.161265
Czechia,2019,42.272668
Czechia,2020,43.289836
Czechia,2021,43.482596
Czechia,2022,42.55645
Czechia,1993,21.580209
Czechia,1994,22.178276
Czechia,1995,23.555989
Czechia,1996,24.464831
Czechia,1997,24.396092
Czechia,1998,24.433029
Czechia,1999,24.918613
Czechia,2000,25.998047
Czechia,2001,27.994158
Czechia,2002,28.429678
Czechia,2003,29.901424
Czechia,2004,31.147574
Czechia,2005,32.765277
Czechia,2006,34.781571
Czechia,2007,36.256014
Czechia,2008,36.139167
Czechia,2009,35.303035
Czechia,2010,36.128328
Czechia,2011,36.734795
Czechia,2012,36.886973
Czechia,2013,37.004724
Czechia,2014,37.432375
Czechia,2015,39.390083
Czechia,2016,39.251558
Czechia,2017,40.595969
Czechia,2018,41.161265
Czechia,2019,42.272668
Czechia,2020,43.289836
Czechia,2021,43.482596
Czechia,2022,42.55645
Czechia,1993,21.580209
Czechia,1994,22.178276
Czechia,1995,23.555989
Czechia,1996,24.464831
Czechia,1997,24.396092
Czechia,1998,24.433029
Czechia,1999,24.918613
Czechia,2000,25.998047
Czechia,2001,27.994158
Czechia,2002,28.429678
Czechia,2003,29.901424
Czechia,2004,31.147574
Czechia,2005,32.765277
Czechia,2006,34.781571
Czechia,2007,36.256014
Czechia,2008,36.139167
Czechia,2009,35.303035
Czechia,2010,36.128328
Czechia,2011,36.734795
Czechia,2012,36.886973
Czechia,2013,37.004724
Czechia,2014,37.432375
Czechia,2015,39.390083
Czechia,2016,39.251558
Czechia,2017,40.595969
Czechia,2018,41.161265
Czechia,2019,42.272668
Czechia,2020,43.289836
Czechia,2021,43.482596
Czechia,2022,42.55645
Czechia,1993,21.580209
Czechia,1994,22.178276
Czechia,1995,23.555989
Czechia,1996,24.464831
Czechia,1997,24.396092
Czechia,1998,24.433029
Czechia,1999,24.918613
Czechia,2000,25.998047
Czechia,2001,27.994158
Czechia,2002,28.429678
Czechia,2003,29.901424
Czechia,2004,31.147574
Czechia,2005,32.765277
Czechia,2006,34.781571
Czechia,2007,36.256014
Czechia,2008,36.139167
Czechia,2009,35.303035
Czechia,2010,36.128328
Czechia,2011,36.734795
Czechia,2012,36.886973
Czechia,2013,37.004724
Czechia,2014,37.432375
Czechia,2015,39.390083
Czechia,2016,39.251558
Czechia,2017,40.595969
Czechia,2018,41.161265
Czechia,2019,42.272668
Czechia,2020,43.289836
Czechia,2021,43.482596
Czechia,2022,42.55645
Czechia,1993,21.580209
Czechia,1994,22.178276
Czechia,1995,23.555989
Czechia,1996,24.464831
Czechia,1997,24.396092
Czechia,1998,24.433029
Czechia,1999,24.918613
Czechia,2000,25.998047
Czechia,2001,27.994158
Czechia,2002,28.429678
Czechia,2003,29.901424
Czechia,2004,31.147574
Czechia,2005,32.765277
Czechia,2006,34.781571
Czechia,2007,36.256014
Czechia,2008,36.139167
Czechia,2009,35.303035
Czechia,2010,36.128328
Czechia,2011,36.734795
Czechia,2012,36.886973
Czechia,2013,37.004724
Czechia,2014,37.432375
Czechia,2015,39.390083
Czechia,2016,39.251558
Czechia,2017,40.595969
Czechia,2018,41.161265
Czechia,2019,42.272668
Czechia,2020,43.289836
Czechia,2021,43.482596
Czechia,2022,42.55645
Czechia,1993,21.580209
Czechia,1994,22.178276
Czechia,1995,23.555989
Czechia,1996,24.464831
Czechia,1997,24.396092
Czechia,1998,24.433029
Czechia,1999,24.918613
Czechia,2000,25.998047
Czechia,2001,27.994158
Czechia,2002,28.429678
Czechia,2003,29.901424
Czechia,2004,31.147574
Czechia,2005,32.765277
Czechia,2006,34.781571
Czechia,2007,36.256014
Czechia,2008,36.139167
Czechia,2009,35.303035
Czechia,2010,36.128328
Czechia,2011,36.734795
Czechia,2012,36.886973
Czechia,2013,37.004724
Czechia,2014,37.432375
Czechia,2015,39.390083
Czechia,2016,39.251558
Czechia,2017,40.595969
Czechia,2018,41.161265
Czechia,2019,42.272668
Czechia,2020,43.289836
Czechia,2021,43.482596
Czechia,2022,42.55645
Czechia,1993,21.580209
Czechia,1994,22.178276
Czechia,1995,23.555989
Czechia,1996,24.464831
Czechia,1997,24.396092
Czechia,1998,24.433029
Czechia,1999,24.918613
Czechia,2000,25.998047
Czechia,2001,27.994158
Czechia,2002,28.429678
Czechia,2003,29.901424
Czechia,2004,31.147574
Czechia,2005,32.765277
Czechia,2006,34.781571
Czechia,2007,36.256014
Czechia,2008,36.139167
Czechia,2009,35.303035
Czechia,2010,36.128328
Czechia,2011,36.734795
Czechia,2012,36.886973
Czechia,2013,37.004724
Czechia,2014,37.432375
Czechia,2015,39.390083
Czechia,2016,39.251558
Czechia,2017,40.595969
Czechia,2018,41.161265
Czechia,2019,42.272668
Czechia,2020,43.289836
Czechia,2021,43.482596
Czechia,2022,42.55645
Czechia,1993,21.580209
Czechia,1994,22.178276
Czechia,1995,23.555989
Czechia,1996,24.464831
Czechia,1997,24.396092
Czechia,1998,24.433029
Czechia,1999,24.918613
Czechia,2000,25.998047
Czechia,2001,27.994158
Czechia,2002,28.429678
Czechia,2003,29.901424
Czechia,2004,31.147574
Czechia,2005,32.765277
Czechia,2006,34.781571
Czechia,2007,36.256014
Czechia,2008,36.139167
Czechia,2009,35.303035
Czechia,2010,36.128328
Czechia,2011,36.734795
Czechia,2012,36.886973
Czechia,2013,37.004724
Czechia,2014,37.432375
Czechia,2015,39.390083
Czechia,2016,39.251558
Czechia,2017,40.595969
Czechia,2018,41.161265
Czechia,2019,42.272668
Czechia,2020,43.289836
Czechia,2021,43.482596
Czechia,2022,42.55645
Germany,1990,45.617388
Germany,1991,47.203373
Germany,1992,48.408308
Germany,1993,49.35082
Germany,1994,50.628
Germany,1995,51.390581
Germany,1996,52.255597
Germany,1997,53.53631
Germany,1998,54.081496
Germany,1999,54.695538
Germany,2000,56.051436
Germany,2001,57.4591
Germany,2002,57.991792
Germany,2003,58.437853
Germany,2004,58.970058
Germany,2005,59.900695
Germany,2006,60.858653
Germany,2007,61.577685
Germany,2008,61.593702
Germany,2009,59.739676
Germany,2010,61.116778
Germany,2011,62.706421
Germany,2012,63.093299
Germany,2013,63.392823
Germany,2014,64.049842
Germany,2015,64.376152
Germany,2016,65.248665
Germany,2017,66.411797
Germany,2018,66.549287
Germany,2019,67.024094
Germany,2020,67.800802
Germany,2021,68.193844
Germany,2022,68.535288
Germany,1990,45.617388
Germany,1991,47.203373
Germany,1992,48.408308
Germany,1993,49.35082
Germany,1994,50.628
Germany,1995,51.390581
Germany,1996,52.255597
Germany,1997,53.53631
Germany,1998,54.081496
Germany,1999,54.695538
Germany,2000,56.051436
Germany,2001,57.4591
Germany,2002,57.991792
Germany,2003,58.437853
Germany,2004,58.970058
Germany,2005,59.900695
Germany,2006,60.858653
Germany,2007,61.577685
Germany,2008,61.593702
Germany,2009,59.739676
Germany,2010,61.116778
Germany,2011,62.706421
Germany,2012,63.093299
Germany,2013,63.392823
Germany,2014,64.049842
Germany,2015,64.376152
Germany,2016,65.248665
Germany,2017,66.411797
Germany,2018,66.549287
Germany,2019,67.024094
Germany,2020,67.800802
Germany,2021,68.193844
Germany,2022,68.535288
Germany,1990,45.617388
Germany,1991,47.203373
Germany,1992,48.408308
Germany,1993,49.35082
Germany,1994,50.628
Germany,1995,51.390581
Germany,1996,52.255597
Germany,1997,53.53631
Germany,1998,54.081496
Germany,1999,54.695538
Germany,2000,56.051436
Germany,2001,57.4591
Germany,2002,57.991792
Germany,2003,58.437853
Germany,2004,58.970058
Germany,2005,59.900695
Germany,2006,60.858653
Germany,2007,61.577685
Germany,2008,61.593702
Germany,2009,59.739676
Germany,2010,61.116778
Germany,2011,62.706421
Germany,2012,63.093299
Germany,2013,63.392823
Germany,2014,64.049842
Germany,2015,64.376152
Germany,2016,65.248665
Germany,2017,66.411797
Germany,2018,66.549287
Germany,2019,67.024094
Germany,2020,67.800802
Germany,2021,68.193844
Germany,2022,68.535288
Germany,1990,45.617388
Germany,1991,47.203373
Germany,1992,48.408308
Germany,1993,49.35082
Germany,1994,50.628
Germany,1995,51.390581
Germany,1996,52.255597
Germany,1997,53.53631
Germany,1998,54.081496
Germany,1999,54.695538
Germany,2000,56.051436
Germany,2001,57.4591
Germany,2002,57.991792
Germany,2003,58.437853
Germany,2004,58.970058
Germany,2005,59.900695
Germany,2006,60.858653
Germany,2007,61.577685
Germany,2008,61.593702
Germany,2009,59.739676
Germany,2010,61.116778
Germany,2011,62.706421
Germany,2012,63.093299
Germany,2013,63.392823
Germany,2014,64.049842
Germany,2015,64.376152
Germany,2016,65.248665
Germany,2017,66.411797
Germany,2018,66.549287
Germany,2019,67.024094
Germany,2020,67.800802
Germany,2021,68.193844
Germany,2022,68.535288
Germany,1990,45.617388
Germany,1991,47.203373
Germany,1992,48.408308
Germany,1993,49.35082
Germany,1994,50.628
Germany,1995,51.390581
Germany,1996,52.255597
Germany,1997,53.53631
Germany,1998,54.081496
Germany,1999,54.695538
Germany,2000,56.051436
Germany,2001,57.4591
Germany,2002,57.991792
Germany,2003,58.437853
Germany,2004,58.970058
Germany,2005,59.900695
Germany,2006,60.858653
Germany,2007,61.577685
Germany,2008,61.593702
Germany,2009,59.739676
Germany,2010,61.116778
Germany,2011,62.706421
Germany,2012,63.093299
Germany,2013,63.392823
Germany,2014,64.049842
Germany,2015,64.376152
Germany,2016,65.248665
Germany,2017,66.411797
Germany,2018,66.549287
Germany,2019,67.024094
Germany,2020,67.800802
Germany,2021,68.193844
Germany,2022,68.535288
Germany,1990,45.617388
Germany,1991,47.203373
Germany,1992,48.408308
Germany,1993,49.35082
Germany,1994,50.628
Germany,1995,51.390581
Germany,1996,52.255597
Germany,1997,53.53631
Germany,1998,54.081496
Germany,1999,54.695538
Germany,2000,56.051436
Germany,2001,57.4591
Germany,2002,57.991792
Germany,2003,58.437853
Germany,2004,58.970058
Germany,2005,59.900695
Germany,2006,60.858653
Germany,2007,61.577685
Germany,2008,61.593702
Germany,2009,59.739676
Germany,2010,61.116778
Germany,2011,62.706421
Germany,2012,63.093299
Germany,2013,63.392823
Germany,2014,64.049842
Germany,2015,64.376152
Germany,2016,65.248665
Germany,2017,66.411797
Germany,2018,66.549287
Germany,2019,67.024094
Germany,2020,67.800802
Germany,2021,68.193844
Germany,2022,68.535288
Germany,1990,45.617388
Germany,1991,47.203373
Germany,1992,48.408308
Germany,1993,49.35082
Germany,1994,50.628
Germany,1995,51.390581
Germany,1996,52.255597
Germany,1997,53.53631
Germany,1998,54.081496
Germany,1999,54.695538
Germany,2000,56.051436
Germany,2001,57.4591
Germany,2002,57.991792
Germany,2003,58.437853
Germany,2004,58.970058
Germany,2005,59.900695
Germany,2006,60.858653
Germany,2007,61.577685
Germany,2008,61.593702
Germany,2009,59.739676
Germany,2010,61.116778
Germany,2011,62.706421
Germany,2012,63.093299
Germany,2013,63.392823
Germany,2014,64.049842
Germany,2015,64.376152
Germany,2016,65.248665
Germany,2017,66.411797
Germany,2018,66.549287
Germany,2019,67.024094
Germany,2020,67.800802
Germany,2021,68.193844
Germany,2022,68.535288
Germany,1990,45.617388
Germany,1991,47.203373
Germany,1992,48.408308
Germany,1993,49.35082
Germany,1994,50.628
Germany,1995,51.390581
Germany,1996,52.255597
Germany,1997,53.53631
Germany,1998,54.081496
Germany,1999,54.695538
Germany,2000,56.051436
Germany,2001,57.4591
Germany,2002,57.991792
Germany,2003,58.437853
Germany,2004,58.970058
Germany,2005,59.900695
Germany,2006,60.858653
Germany,2007,61.577685
Germany,2008,61.593702
Germany,2009,59.739676
Germany,2010,61.116778
Germany,2011,62.706421
Germany,2012,63.093299
Germany,2013,63.392823
Germany,2014,64.049842
Germany,2015,64.376152
Germany,2016,65.248665
Germany,2017,66.411797
Germany,2018,66.549287
Germany,2019,67.024094
Germany,2020,67.800802
Germany,2021,68.193844
Germany,2022,68.535288
Germany,1990,45.617388
Germany,1991,47.203373
Germany,1992,48.408308
Germany,1993,49.35082
Germany,1994,50.628
Germany,1995,51.390581
Germany,1996,52.255597
Germany,1997,53.53631
Germany,1998,54.081496
Germany,1999,54.695538
Germany,2000,56.051436
Germany,2001,57.4591
Germany,2002,57.991792
Germany,2003,58.437853
Germany,2004,58.970058
Germany,2005,59.900695
