unique_id,org_fk,main_name_fk,index_name_fk,version_fk,country_a_id_fk,country_b_id_fk,pattern_length_fk,correlation,start_year_a_fk,index_values_a,start_year_b_fk,index_values_b,creation_date,Sector
86502520,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,103,3,0.99455,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2011,"1.03210740201494,0.593842400590691,0.659970126034101",2024-04-15 11:56:29,Unknown
86502528,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,103,3,0.99455,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2011,"1.03210740201494,0.593842400590691,0.659970126034101",2024-04-15 11:56:30,Unknown
86502536,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,103,3,0.99455,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2011,"1.03210740201494,0.593842400590691,0.659970126034101",2024-04-15 11:56:31,Unknown
86502544,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,103,3,0.99455,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2011,"1.03210740201494,0.593842400590691,0.659970126034101",2024-04-15 11:56:32,Unknown
86502552,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,103,3,0.99455,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2011,"1.03210740201494,0.593842400590691,0.659970126034101",2024-04-15 11:56:32,Unknown
86502560,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,103,3,0.99455,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2011,"1.03210740201494,0.593842400590691,0.659970126034101",2024-04-15 11:56:33,Unknown
86502568,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,103,3,0.99455,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2011,"1.03210740201494,0.593842400590691,0.659970126034101",2024-04-15 11:56:34,Unknown
86502576,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,103,3,0.99455,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2011,"1.03210740201494,0.593842400590691,0.659970126034101",2024-04-15 11:56:35,Unknown
86502584,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,103,3,0.99455,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2011,"1.03210740201494,0.593842400590691,0.659970126034101",2024-04-15 11:56:35,Unknown
86502592,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,103,3,0.99455,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2011,"1.03210740201494,0.593842400590691,0.659970126034101",2024-04-15 11:56:36,Unknown
86502600,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,103,3,0.99455,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2011,"1.03210740201494,0.593842400590691,0.659970126034101",2024-04-15 11:56:37,Unknown
86502608,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,103,3,0.99455,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2011,"1.03210740201494,0.593842400590691,0.659970126034101",2024-04-15 11:56:37,Unknown
80329590,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:01,Unknown
80329596,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:01,Unknown
80329602,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:02,Unknown
80329608,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:02,Unknown
80329614,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:03,Unknown
80329620,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:03,Unknown
80329626,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:03,Unknown
80329632,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:04,Unknown
80329638,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:04,Unknown
80329644,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:05,Unknown
80329650,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:05,Unknown
80329656,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:05,Unknown
80329662,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:06,Unknown
80329668,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:06,Unknown
80329674,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:07,Unknown
80329680,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:07,Unknown
80329686,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:07,Unknown
80329692,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:08,Unknown
80329698,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:08,Unknown
80329704,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:09,Unknown
80329710,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,101,3,0.97952,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2001,"11.5001148791768,11.9001175663779,6.7573171936285",2024-04-06 11:41:09,Unknown
86502315,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:09,Unknown
86502321,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:10,Unknown
86502327,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:10,Unknown
86502333,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:11,Unknown
86502339,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:12,Unknown
86502345,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:12,Unknown
86502351,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:13,Unknown
86502357,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:14,Unknown
86502363,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:14,Unknown
86502369,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:15,Unknown
86502375,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:15,Unknown
86502381,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:16,Unknown
86502387,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:17,Unknown
86502393,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:17,Unknown
86502399,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:18,Unknown
86502405,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:19,Unknown
86502411,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:19,Unknown
86502417,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,101,3,0.99594,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2001,"0.943823996559318,0.682807596180706,0.770168006918929",2024-04-15 11:56:20,Unknown
80330466,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:04,Unknown
80330472,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:05,Unknown
80330478,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:05,Unknown
80330484,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:06,Unknown
80330490,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:06,Unknown
80330496,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:07,Unknown
80330502,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:07,Unknown
80330508,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:07,Unknown
80330514,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:08,Unknown
80330520,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:08,Unknown
80330526,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:09,Unknown
80330532,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:09,Unknown
80330538,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:10,Unknown
80330544,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:10,Unknown
80330550,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:11,Unknown
80330556,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:11,Unknown
80330562,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,112,3,0.98851,1990,"5.83668775158168,5.55555555555579,3.87337536996478",1997,"3.03788420300251,3.09166666666702,0.606256567779466",2024-04-06 11:42:12,Unknown
86502704,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:47,Unknown
86502711,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:47,Unknown
86502718,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:48,Unknown
86502725,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:49,Unknown
86502732,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:49,Unknown
86502739,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:50,Unknown
86502746,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:51,Unknown
86502753,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:51,Unknown
86502760,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:52,Unknown
86502767,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:52,Unknown
86502774,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:53,Unknown
86502781,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:54,Unknown
86502788,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:54,Unknown
86502795,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:55,Unknown
86502802,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:55,Unknown
86502809,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:56,Unknown
86502816,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:57,Unknown
86502823,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:57,Unknown
86502830,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,112,3,0.98558,1990,"3.96016524098612,2.88903747468842,3.15913340675828",1997,"6.7578230589201,5.32405208091641,5.44305054482464",2024-04-15 11:56:58,Unknown
80329488,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:54,Unknown
80329493,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:54,Unknown
80329498,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:54,Unknown
80329503,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:55,Unknown
80329508,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:55,Unknown
80329513,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:55,Unknown
80329518,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:56,Unknown
80329523,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:56,Unknown
80329528,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:56,Unknown
80329533,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:57,Unknown
80329538,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:57,Unknown
80329543,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:58,Unknown
80329548,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:58,Unknown
80329553,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:58,Unknown
80329558,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:59,Unknown
80329563,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:59,Unknown
80329568,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:40:59,Unknown
80329573,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:41:00,Unknown
80329578,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:41:00,Unknown
80329583,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:41:00,Unknown
80329588,World Bank,"Inflation, consumer prices (annual %)","Inflation, consumer prices (annual %)",2023,12,100,3,0.98799,1990,"5.83668775158168,5.55555555555579,3.87337536996478",2015,"4.90697344127254,4.94821634062142,3.32817337461301",2024-04-06 11:41:01,Unknown
86502179,World Bank,Net ODA received (% of GNI),Net ODA received (% of GNI),2023,12,100,3,0.98548,1990,"3.96016524098612,2.88903747468842,3.15913340675828",2015,"0.152672964434164,0.119177609918271,0.121936044652559",2024-04-15 11:55:55,Unknown
