unique_id,org_fk,main_name_fk,index_name_fk,version_fk,country_a_id_fk,country_b_id_fk,pattern_length_fk,correlation,start_year_a_fk,index_values_a,start_year_b_fk,index_values_b,creation_date
13412153,World Bank,GDP (current US$),GDP (current US$),2023,55,16,8,0.93499,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2004,"9055290000.0,9836200000.0,10167250000.0,10618340000.0,10526000000.0,9981960000.0,10095760000.0,10070450000.0",2023-12-27 18:09:11
13412163,World Bank,GDP (current US$),GDP (current US$),2023,55,114,8,0.93074,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1995,"9046320196.77295,12045865466.4343,13115764432.7232,14093998843.7334,12896010520.4958,12705350153.4012,12986007425.8781,13147736954.17",2023-12-27 18:09:13
13412157,World Bank,GDP (current US$),GDP (current US$),2023,55,44,8,0.9298,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1994,"57008877553.41,73446446283.0164,78575020639.4728,85728899954.449,81995749804.4157,75596598517.3586,78249883995.6255,71517267767.736",2023-12-27 18:09:12
13412165,World Bank,GDP (current US$),GDP (current US$),2023,55,131,8,0.92853,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2010,"255017645207.18,297951667650.449,314443061220.138,323276281683.441,338066121289.413,301354783698.72,301255332137.075,319109103242.055",2023-12-27 18:09:14
13412156,World Bank,GDP (current US$),GDP (current US$),2023,55,40,8,0.92728,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1988,"509379677196.071,567225367034.465,596089064840.248,612513895512.609,594376087449.388,579059001030.922,579944346807.264,605941036992.133",2023-12-27 18:09:11
13412177,World Bank,GDP (current US$),GDP (current US$),2023,55,216,8,0.92634,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2010,"598851028906.58,715888126682.396,686420221557.99,706234937370.968,726537808338.0,694118186379.628,687895460902.713,695200833086.499",2023-12-27 18:09:16
13412180,World Bank,GDP (current US$),GDP (current US$),2023,55,234,8,0.92618,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2010,"289787452661.675,350666058379.85,384610125391.423,400218529748.128,414105366752.893,370275469571.137,369255326235.534,390516804029.952",2023-12-27 18:09:17
13412181,World Bank,GDP (current US$),GDP (current US$),2023,55,235,8,0.92154,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1978,"335880078399.848,439011580877.703,564954276868.089,540720761152.05,515006780277.424,489599764279.816,461483005638.353,489256281228.667",2023-12-27 18:09:17
13412155,World Bank,GDP (current US$),GDP (current US$),2023,55,26,8,0.91915,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1996,"7396948397.53774,7925736318.63679,8497494138.07289,8285063959.43162,8397855937.46841,8141517339.15215,7905485146.44351,8082399991.29583",2023-12-27 18:09:11
13412175,World Bank,GDP (current US$),GDP (current US$),2023,55,183,8,0.91665,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1996,"1382334879.40812,1851558199.35773,1989343548.29917,2157024758.12224,2068762706.74598,1966548409.54858,1965932546.35834,2138185328.15156",2023-12-27 18:09:16
13412166,World Bank,GDP (current US$),GDP (current US$),2023,55,134,8,0.91644,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1978,"793675169.878579,1001300838.32335,1250242107.87969,1243469360.56838,1234518125.0,1165771369.00625,1101828568.76804,1117835285.50512",2023-12-27 18:09:14
13412152,World Bank,GDP (current US$),GDP (current US$),2023,55,1,8,0.91438,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2010,"15633843661.8051,18190413831.9037,20203572959.5023,20564485419.1684,20550582746.8448,19998143635.873,18019554403.4503,18896353155.8839",2023-12-27 18:09:10
13412170,World Bank,GDP (current US$),GDP (current US$),2023,55,150,8,0.91354,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1993,"3251189247.70138,3666503185.43389,3978514206.31168,3989163041.92553,4154990250.56993,3873109748.79035,3868551624.85758,3922231976.43938",2023-12-27 18:09:15
13412164,World Bank,GDP (current US$),GDP (current US$),2023,55,128,8,0.913,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1993,"5665606114.80317,6311207515.64538,7046147442.13921,7176892950.39164,7267571196.45572,6797792474.19192,6547670439.26,6774193548.3871",2023-12-27 18:09:14
13412167,World Bank,GDP (current US$),GDP (current US$),2023,55,138,8,0.91216,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1977,"823633426.242452,1015369264.0707,1211139631.32812,1131789419.03755,1142388228.18295,1078403870.33855,1090276947.31304,1040554576.01413",2023-12-27 18:09:14
13412172,World Bank,GDP (current US$),GDP (current US$),2023,55,166,8,0.91065,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2010,"64993498049.4148,77497529258.7776,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027",2023-12-27 18:09:15
13412171,World Bank,GDP (current US$),GDP (current US$),2023,55,156,8,0.90845,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1986,"30604668356.5695,40375812560.0295,45176423605.5945,43920222524.7085,45495129385.0475,42744828653.3514,41649386969.5133,46775038748.7573",2023-12-27 18:09:15
13412160,World Bank,GDP (current US$),GDP (current US$),2023,55,72,8,0.90189,2011,"2933128491.62011,3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1978,"829268135.241171,1019691156.36853,1202619307.76466,1235627374.37545,1194060371.35992,1123084823.07278,1178001041.34242,1141168779.51157",2023-12-27 18:09:12
13412119,World Bank,GDP (current US$),GDP (current US$),2023,55,103,7,0.98905,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"185749664444.444,218002481737.691,234637675128.645,228415656174.957,166774104911.48,166602488747.885,187217660050.676",2023-12-27 18:09:05
13412106,World Bank,GDP (current US$),GDP (current US$),2023,55,48,7,0.9883,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"334966134865.305,370691143086.761,382093697077.685,381240864422.407,293492370228.847,282720100286.228,311866875135.576",2023-12-27 18:09:03
13412126,World Bank,GDP (current US$),GDP (current US$),2023,55,124,7,0.98675,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2016,"49912085228.3487,67157451660.2727,76686048499.3527,69254143968.3398,46808208747.2754,39798423941.0335,45752336035.9846",2023-12-27 18:09:06
13412122,World Bank,GDP (current US$),GDP (current US$),2023,55,112,7,0.9823,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1985,"4993601523.5943,6402053536.84624,6756214752.90563,6277443443.29635,4221374898.29454,4160089597.13932,4344468256.71725",2023-12-27 18:09:05
13412150,World Bank,GDP (current US$),GDP (current US$),2023,55,250,7,0.98086,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1980,"6678868200.0,8011373800.0,8539700700.0,7764067000.0,6352125900.0,5637259300.0,6217523700.0",2023-12-27 18:09:10
13412111,World Bank,GDP (current US$),GDP (current US$),2023,55,72,7,0.97792,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2016,"4930213787.50451,5353468387.56019,5581425890.96651,5481692621.61125,4477030179.83128,4296235427.52339,4943248200.0441",2023-12-27 18:09:04
13412149,World Bank,GDP (current US$),GDP (current US$),2023,55,243,7,0.97596,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1985,"14094687820.7445,26336616250.4397,36658108850.3148,25423812648.5941,6293304974.59403,6471740805.56984,9613369520.41885",2023-12-27 18:09:10
13412151,World Bank,GDP (current US$),GDP (current US$),2023,55,250,7,0.97424,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1988,"7814784100.0,8286322700.0,8783816700.0,8641481700.0,6751472200.0,6563813300.0,6890675000.0",2023-12-27 18:09:10
13412148,World Bank,GDP (current US$),GDP (current US$),2023,55,239,7,0.96857,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2013,"73180037913.0325,80845385816.2062,86196264741.9423,86138288633.2241,62081322741.1228,52870108217.5626,60283503705.3907",2023-12-27 18:09:10
13412127,World Bank,GDP (current US$),GDP (current US$),2023,55,138,7,0.96855,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2016,"12594155346.298,13713505998.0391,14735695930.9727,14436347115.2893,11401040995.9946,11476433603.7814,12898307089.1315",2023-12-27 18:09:06
13412105,World Bank,GDP (current US$),GDP (current US$),2023,55,48,7,0.96498,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1981,"36388366869.0309,38968039721.748,38729822781.5997,38253120737.9671,34894419525.2817,34942489683.9712,36373307085.0887",2023-12-27 18:09:03
13412129,World Bank,GDP (current US$),GDP (current US$),2023,55,159,7,0.9646,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2012,"463971000388.612,520117163617.721,574183825592.358,493026782401.561,404649048648.026,375745732274.676,421739210176.152",2023-12-27 18:09:07
13412104,World Bank,GDP (current US$),GDP (current US$),2023,55,43,7,0.96088,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1989,"1433686309.83641,1738605558.05436,1877137983.02923,1881847671.47122,1463251161.33494,1179837963.95379,1445919894.86249",2023-12-27 18:09:03
13412136,World Bank,GDP (current US$),GDP (current US$),2023,55,179,7,0.96049,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"167775268626.374,186833502362.637,198727642967.033,206224598571.429,161739955576.923,151732181868.132,161099122225.275",2023-12-27 18:09:08
13412147,World Bank,GDP (current US$),GDP (current US$),2023,55,238,7,0.95886,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1979,"7181182224.11227,10163020115.7344,11048301420.6301,9178780076.99713,5102276308.45313,4850238549.61832,4732025669.96467",2023-12-27 18:09:10
13412114,World Bank,GDP (current US$),GDP (current US$),2023,55,89,7,0.95396,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1982,"8716999708.717,9050000409.05,9470000103.94584,9721652086.95652,7231963515.98174,7084399840.0,7841602824.42748",2023-12-27 18:09:05
13412140,World Bank,GDP (current US$),GDP (current US$),2023,55,187,7,0.95388,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2016,"1008100000.0,1058944444.44444,1076922222.22222,1107844444.44444,884522222.222222,860844444.444444,961563259.259259",2023-12-27 18:09:09
13412101,World Bank,GDP (current US$),GDP (current US$),2023,55,31,7,0.95373,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1979,"221338204480.222,237393489892.637,258015174748.648,271314113768.417,189656506321.431,188339974086.58,210879844638.877",2023-12-27 18:09:03
13412143,World Bank,GDP (current US$),GDP (current US$),2023,55,223,7,0.95101,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1989,"1838552523.37741,2212905422.64086,2177399825.45509,2300598696.19391,1676225629.24127,1335309429.65899,1779348593.14893",2023-12-27 18:09:09
13412134,World Bank,GDP (current US$),GDP (current US$),2023,55,173,7,0.94422,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1995,"53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055",2023-12-27 18:09:08
13412099,World Bank,GDP (current US$),GDP (current US$),2023,55,13,7,0.94333,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"1398456161407.85,1546952690139.99,1576329690003.93,1467589901175.46,1350580336316.75,1206562910556.58,1326467487376.42",2023-12-27 18:09:02
13412100,World Bank,GDP (current US$),GDP (current US$),2023,55,20,7,0.94107,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"61762340943.0511,65685903570.4526,75527537703.1836,78812785767.7483,56454895054.6555,47723549319.0842,54725311690.0478",2023-12-27 18:09:02
13412107,World Bank,GDP (current US$),GDP (current US$),2023,55,180,7,0.94097,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"15655383585.9887,17692911280.5627,17958720704.4596,17912907682.0663,11890259176.6829,10219341017.1383,11094823676.5914",2023-12-27 18:09:03
13412124,World Bank,GDP (current US$),GDP (current US$),2023,55,117,7,0.9402,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"154079870424.898,174048271288.151,174167626656.763,162650191195.358,114585567439.674,109406169162.833,120687635952.46",2023-12-27 18:09:06
13412125,World Bank,GDP (current US$),GDP (current US$),2023,55,124,7,0.9389,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1990,"28904164239.3038,31991785107.6288,33887005287.7376,30660029871.1515,28610532505.4149,25541383196.7302,27884630117.5758",2023-12-27 18:09:06
13412131,World Bank,GDP (current US$),GDP (current US$),2023,55,166,7,0.93567,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"77497529258.7776,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027",2023-12-27 18:09:07
13412123,World Bank,GDP (current US$),GDP (current US$),2023,55,113,7,0.93221,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"192626464179.147,207998568865.789,236634603927.583,221415614007.347,184388404428.843,137278320084.171,166805788966.78",2023-12-27 18:09:05
13412097,World Bank,GDP (current US$),GDP (current US$),2023,55,3,7,0.9313,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"200013097903.17,209059081828.261,209755003250.664,213809980720.787,165979224316.667,160034212613.438,170096989042.831",2023-12-27 18:09:02
13412132,World Bank,GDP (current US$),GDP (current US$),2023,55,170,7,0.92924,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1984,"6183387100.0,6541517100.0,6797834200.0,6827665300.0,5902783400.0,5918469800.0,6433967000.0",2023-12-27 18:09:07
13412117,World Bank,GDP (current US$),GDP (current US$),2023,55,99,7,0.92839,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2005,"16852971986.5569,17465318552.2941,21652505596.7528,18074619561.7671,13154416196.7524,13751161917.7398,15221622925.9319",2023-12-27 18:09:05
13412121,World Bank,GDP (current US$),GDP (current US$),2023,55,110,7,0.92632,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1993,"4454144444407.9,4998797262443.29,5545564892181.15,4923393495138.77,4492449998031.88,4098362688659.34,4635982020564.97",2023-12-27 18:09:05
13412137,World Bank,GDP (current US$),GDP (current US$),2023,55,182,7,0.92617,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"2045922727569.78,2208293528673.97,2292470104248.18,2059241582146.11,1363482179761.17,1276786344534.27,1574199355092.71",2023-12-27 18:09:08
13412098,World Bank,GDP (current US$),GDP (current US$),2023,55,6,7,0.9249,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"109436566876.419,124998210652.243,133401582620.494,137244439121.374,87219300384.5072,49840491178.1518,68972769395.6274",2023-12-27 18:09:02
13412120,World Bank,GDP (current US$),GDP (current US$),2023,55,109,7,0.92399,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1980,"2679379373.01668,2979027968.12601,3293496313.77974,3619261342.79358,2373564449.31052,2100238892.94137,2754549414.34805",2023-12-27 18:09:05
13412128,World Bank,GDP (current US$),GDP (current US$),2023,55,157,7,0.92178,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1985,"2683699935.36479,2885799993.91571,3851200117.77355,2630900095.60219,1013184755.57026,1009455476.10732,1488804123.71134",2023-12-27 18:09:07
13412109,World Bank,GDP (current US$),GDP (current US$),2023,55,62,7,0.92136,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1995,"24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,18327764882.4412,24468324000.0",2023-12-27 18:09:04
13412135,World Bank,GDP (current US$),GDP (current US$),2023,55,177,7,0.92037,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1979,"26622819672.1311,32896519823.7885,31977276872.9642,30527754793.1382,27239650741.9472,25217969049.5755,27115807742.0873",2023-12-27 18:09:08
13412139,World Bank,GDP (current US$),GDP (current US$),2023,55,195,7,0.91943,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"676634577273.045,741849984943.256,753864543430.248,766605946720.427,669484381328.891,665999879694.192,714994694991.651",2023-12-27 18:09:08
13412116,World Bank,GDP (current US$),GDP (current US$),2023,55,99,7,0.91904,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1979,"2853435054.34442,3381389884.80718,3493005069.10719,3206617990.90023,2765954047.08824,2864437621.66064,2984054752.93721",2023-12-27 18:09:05
13412103,World Bank,GDP (current US$),GDP (current US$),2023,55,40,7,0.91648,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2011,"1793326630174.52,1828366481521.6,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09",2023-12-27 18:09:03
13412138,World Bank,GDP (current US$),GDP (current US$),2023,55,183,7,0.91588,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1987,"2157432667.84224,2395492695.13767,2405022587.80045,2550185692.53721,1911600232.09279,2029026956.63554,1971525718.16062",2023-12-27 18:09:08
13412110,World Bank,GDP (current US$),GDP (current US$),2023,55,63,7,0.91577,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1998,"84828807556.0803,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675",2023-12-27 18:09:04
13412112,World Bank,GDP (current US$),GDP (current US$),2023,55,73,7,0.91274,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1988,"109058990760.483,119012054870.445,141438345513.917,127773856785.767,112532519246.084,89214114708.0254,103299943084.804",2023-12-27 18:09:04
13412115,World Bank,GDP (current US$),GDP (current US$),2023,55,94,7,0.91067,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1988,"2613926800.0,2736243800.0,3096289800.0,3473562850.28022,2257129873.67081,1878253818.08352,2167569095.12236",2023-12-27 18:09:05
13412102,World Bank,GDP (current US$),GDP (current US$),2023,55,36,7,0.90973,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",1961,"202999991.80106,213500005.79077,232749997.771905,260750007.744465,158994962.811977,165444571.263127,178297142.678846",2023-12-27 18:09:03
13412144,World Bank,GDP (current US$),GDP (current US$),2023,55,226,7,0.90816,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2012,"27121712418.5349,28557451149.8686,29489012806.8905,26851970249.3032,23496215880.5212,23797686961.8447,24322359037.409",2023-12-27 18:09:09
13412146,World Bank,GDP (current US$),GDP (current US$),2023,55,235,7,0.90699,2012,"3024525139.6648,3039944134.07821,3048435754.18994,3042737430.1676,3014748603.35196,3009497206.70391,3020388826.81564",2005,"2544813166100.5,2709978165671.04,3092996468387.23,2931683721186.75,2417565709974.49,2491397494467.95,2666403005061.42",2023-12-27 18:09:10
