country_b_id_fk,start_year_a_fk,start_year_b_fk,pattern_length_fk,indexes,avg_corr,orgs,Power,country_a_id_fk
215,1990,1991,31,4,0.9880257692307691,1,4.892815461538461,235
215,1990,1990,31,4,0.9876788461538462,1,4.892607307692307,235
215,1990,1992,31,4,0.9855776923076923,1,4.891346615384615,235
21,1990,1990,31,4,0.9816453846153846,1,4.888987230769231,235
74,1990,1990,31,4,0.9812365384615386,1,4.888741923076923,235
21,1990,1991,31,4,0.9771223076923078,1,4.886273384615384,235
13,1990,1990,31,4,0.9758388461538462,1,4.885503307692307,235
21,1990,1992,31,4,0.9757438461538462,1,4.885446307692307,235
74,1990,1991,31,4,0.9737384615384616,1,4.8842430769230765,235
13,1990,1991,31,4,0.9735476923076922,1,4.884128615384615,235
44,1990,1990,31,4,0.9732896153846154,1,4.883973769230769,235
73,1990,1990,31,4,0.9719634615384615,1,4.883178076923077,235
13,1990,1992,31,4,0.9715942307692308,1,4.8829565384615385,235
40,1990,1990,31,4,0.96983,1,4.881898,235
81,1990,1991,31,4,0.9689988461538461,1,4.881399307692307,235
165,1990,1990,31,4,0.9683746153846153,1,4.881024769230769,235
44,1990,1991,31,4,0.9683011538461539,1,4.880980692307692,235
156,1990,1990,31,4,0.9674292307692307,1,4.880457538461538,235
44,1990,1992,31,4,0.9672911538461538,1,4.880374692307692,235
74,1990,1992,31,4,0.9669661538461539,1,4.880179692307692,235
156,1990,1991,31,4,0.9658415384615384,1,4.879504923076923,235
81,1990,1992,31,4,0.9648130769230769,1,4.878887846153846,235
73,1990,1991,31,4,0.9646992307692307,1,4.8788195384615385,235
156,1990,1992,31,4,0.9628561538461539,1,4.877713692307692,235
40,1990,1991,31,4,0.9619303846153845,1,4.877158230769231,235
236,1990,1990,31,4,0.9564680769230769,1,4.873880846153846,235
73,1990,1992,31,4,0.9538234615384616,1,4.872294076923077,235
153,1990,1990,31,4,0.9526484615384615,1,4.871589076923077,235
153,1990,1991,31,4,0.9518746153846153,1,4.871124769230769,235
236,1990,1991,31,4,0.9510773076923077,1,4.870646384615385,235
153,1990,1992,31,4,0.950281923076923,1,4.870169153846153,235
99,1990,1990,31,4,0.95012,1,4.8700719999999995,235
107,1990,1990,31,4,0.9400357692307691,1,4.864021461538461,235
215,1990,1991,30,4,0.9903373076923077,1,4.794202384615385,235
215,1990,1992,30,4,0.9884361538461538,1,4.793061692307693,235
215,1990,1990,30,4,0.9878957692307692,1,4.7927374615384615,235
215,1990,1993,30,4,0.9846084615384616,1,4.790765076923077,235
21,1990,1990,30,4,0.9816742307692308,1,4.789004538461539,235
74,1990,1990,30,4,0.981376923076923,1,4.788826153846154,235
21,1990,1991,30,4,0.9774726923076924,1,4.786483615384616,235
21,1990,1992,30,4,0.9764461538461539,1,4.785867692307693,235
44,1990,1990,30,4,0.9758588461538462,1,4.785515307692308,235
21,1990,1993,30,4,0.9751588461538462,1,4.785095307692308,235
13,1990,1990,30,4,0.9749607692307692,1,4.784976461538462,235
40,1990,1990,30,4,0.9741492307692308,1,4.784489538461538,235
13,1990,1991,30,4,0.972765,1,4.783659,235
74,1990,1991,30,4,0.9721230769230769,1,4.783273846153846,235
13,1990,1993,30,4,0.9707203846153847,1,4.782432230769231,235
73,1990,1990,30,4,0.970593076923077,1,4.7823558461538465,235
13,1990,1992,30,4,0.9705199999999999,1,4.782312,235
44,1990,1991,30,4,0.9704115384615384,1,4.782246923076923,235
81,1990,1991,30,4,0.9688715384615385,1,4.781322923076924,235
74,1990,1992,30,4,0.9665661538461539,1,4.779939692307693,235
156,1990,1990,30,4,0.9663773076923078,1,4.779826384615385,235
44,1990,1992,30,4,0.9660284615384616,1,4.779617076923077,235
44,1990,1993,30,4,0.9657788461538461,1,4.7794673076923075,235
156,1990,1991,30,4,0.9657630769230768,1,4.779457846153846,235
98,1990,1993,30,4,0.9641658333333334,1,4.778499500000001,235
81,1990,1992,30,4,0.963741923076923,1,4.778245153846154,235
81,1990,1993,30,4,0.9621942307692308,1,4.777316538461538,235
156,1990,1992,30,4,0.9620023076923077,1,4.777201384615385,235
73,1990,1991,30,4,0.9618230769230769,1,4.777093846153846,235
156,1990,1993,30,4,0.9614153846153847,1,4.776849230769231,235
74,1990,1993,30,4,0.9599846153846153,1,4.775990769230769,235
40,1990,1991,30,4,0.9598842307692308,1,4.775930538461538,235
236,1990,1990,30,4,0.9555896153846154,1,4.773353769230769,235
73,1990,1992,30,4,0.9506411538461539,1,4.770384692307692,235
236,1990,1991,30,4,0.9504830769230769,1,4.7702898461538465,235
153,1990,1990,30,4,0.9504423076923078,1,4.770265384615385,235
99,1990,1990,30,4,0.9477638461538462,1,4.7686583076923075,235
236,1990,1992,30,4,0.9472953846153847,1,4.7683772307692305,235
57,1990,1993,30,4,0.9472039999999999,1,4.7683224,235
107,1990,1990,30,4,0.9416996153846154,1,4.765019769230769,235
215,1990,1991,32,3,0.9854959999999999,1,4.6912975999999995,235
215,1990,1990,32,3,0.9844233333333333,1,4.690653999999999,235
13,1990,1990,32,3,0.9832773333333333,1,4.689966399999999,235
13,1990,1991,32,3,0.9808973333333333,1,4.6885384,235
21,1990,1990,32,3,0.977916,1,4.6867496,235
40,1990,1990,32,3,0.9766159999999999,1,4.6859696,235
74,1990,1990,32,3,0.9757553333333333,1,4.6854531999999995,235
156,1990,1990,32,3,0.9748866666666667,1,4.684932,235
44,1990,1990,32,3,0.9725326666666667,1,4.6835195999999994,235
21,1990,1991,32,3,0.9720093333333334,1,4.6832056,235
