Country,Year,Energy,Food,"Total less Food, less Energy",Total Inflation (CPI) Index
United States,2002,-5.891073,1.297827,2.319126,1.586032
United States,2003,12.17725,2.149568,1.457075,2.270095
United States,2004,10.91642,3.785943,1.759607,2.677237
United States,2005,16.94831,1.929102,2.169951,3.392747
United States,2006,11.18799,1.760857,2.501348,3.225944
United States,2007,5.519155,4.209027,2.33707,2.852673
United States,2008,13.93344,6.400242,2.297935,3.8391
United States,2009,-18.39721,0.4662382,1.699436,-0.35554630000000004
United States,2010,9.487447,0.3309727,0.9585605,1.6400429999999997
United States,2011,15.35126,4.802269,1.658561,3.1568419999999997
United States,2012,0.8902224,2.463743,2.110004,2.069337
United States,2013,-0.6790125,0.9040795,1.763072,1.4648329999999998
United States,2014,-0.3379915,2.407607,1.749671,1.622223
United States,2015,-16.7041,1.167711,1.828419,0.1186271
United States,2016,-6.584728,-1.325349,2.210902,1.261583
United States,2017,7.916659,-0.2021815,1.84449,2.13011
United States,2018,7.529873,0.4555647,2.139733,2.442583
United States,2019,-2.11295,0.8851313,2.19197,1.81221
United States,2020,-8.520787,3.50503,1.702817,1.233584
United States,2021,21.0082,3.469165,3.572036,4.697859
United States,2022,25.1509,11.43888,6.150387,8.0028
South Africa,1990,,16.00427,,14.32099
South Africa,1991,,19.6367,,15.33477
South Africa,1992,,25.25466,,13.874699999999999
South Africa,1993,,6.797606,,9.717446
South Africa,1994,,13.73563,,8.938547
South Africa,1995,,8.741789,,8.680426
South Africa,1996,,6.052509,,7.354126
South Africa,1997,,9.464344,,8.59777
South Africa,1998,,6.164315,,6.880553
South Africa,1999,,4.892073,,5.181491
South Africa,2000,,7.818117,,5.338953
South Africa,2001,,5.375896,,5.701899999999999
South Africa,2002,,17.39384,,9.49471
South Africa,2003,1.41774,8.164466,5.409384,5.679419
South Africa,2004,8.44298,1.424472,-1.566742,-0.692031
South Africa,2005,10.55094,1.688553,1.681269,2.06285
South Africa,2006,9.278964,5.956535,2.326159,3.2439060000000004
South Africa,2007,8.558517,9.995976,5.208043,6.177805
South Africa,2008,26.78758,15.64184,7.766054,10.07458
South Africa,2009,-2.461501,9.363023,7.448225,7.215314
South Africa,2010,15.38567,1.201602,3.996004,4.08973
South Africa,2011,18.9452,7.091029,3.48696,4.999267
South Africa,2012,14.25149,7.160456,4.641774,5.724658000000001
South Africa,2013,10.61003,5.647363,5.219733,5.784468999999999
South Africa,2014,7.167137,7.997824,5.526362,6.129838
South Africa,2015,-2.344368,4.974811,5.344375,4.540642
South Africa,2016,5.209356,11.64967,5.493208,6.571396
South Africa,2017,6.485185,6.834301,4.586809,5.184247
South Africa,2018,10.34624,3.14826,4.161757,4.517165
South Africa,2019,5.212743,3.549488,4.124458,4.120246
South Africa,2020,-0.09177165,4.388361,3.359348,3.210036
South Africa,2021,14.31061,6.098331,3.119678,4.611672
South Africa,2022,23.59661,9.284925,4.556124,7.039727
